mol_id,SMILES,formula,inchi,mass,HOMO(eV),LUMO(eV),GAP(eV),dipole_moment
000000014,CCCCCC(=O)C=CC1C(O)CC(=O)C1CCCCCCC(=O)O,C20H32O5,"InChI=1S/C20H32O5/c1-2-3-6-9-15(21)12-13-17-16(18(22)14-19(17)23)10-7-4-5-8-11-20(24)25/h12-13,16-17,19,23H,2-11,14H2,1H3,(H,24,25)",352.46508,-6.631414536685,-1.4340399921350002,5.19737454455,2.4106607876350004
000000015,O=C1CCC2(C(C1)CCC1C2CCC2(C1CCC2O)C)C,C19H30O2,"InChI=1S/C19H30O2/c1-18-9-7-13(20)11-12(18)3-4-14-15-5-6-17(21)19(15,2)10-8-16(14)18/h12,14-17,21H,3-11H2,1-2H3",290.4403,-6.34025271665,-0.32109434359000044,6.01915837306,2.5022011082159246
000000016,O=C1CCCCCNC(=O)CCCCCN1,C12H22N2O2,"InChI=1S/C12H22N2O2/c15-11-7-3-1-5-9-13-12(16)8-4-2-6-10-14-11/h1-10H2,(H,13,16)(H,14,15)",226.31528,-6.587876320605,0.6938903187749998,7.28176663938,0.00010595281968876525
000000017,OC(=O)C1CC=CC(=N1)C(=O)O,C7H7NO4,"InChI=1S/C7H7NO4/c9-6(10)4-2-1-3-5(8-4)7(11)12/h1-2,5H,3H2,(H,9,10)(H,11,12)",169.13478,-7.33618940948,-2.6531100423750003,4.683079367105,3.839695272591954
000000018,OCC(C(C(=O)C(=O)C(=O)O)O)O,C6H8O7,"InChI=1S/C6H8O7/c7-1-2(8)3(9)4(10)5(11)6(12)13/h2-3,7-9H,1H2,(H,12,13)",192.12352,-7.012373927385,-3.14563611178,3.866737815605,1.0405022068025613
000000019,OC(=O)c1cccc(c1O)O,C7H6O4,"InChI=1S/C7H6O4/c8-5-3-1-2-4(6(5)9)7(10)11/h1-3,8-9H,(H,10,11)",154.12014,-6.04636975811,-1.5183952857899996,4.52797447232,2.6015636565039113
000000020,OC(=O)CCc1cccc(c1O)O,C9H10O4,"InChI=1S/C9H10O4/c10-7-3-1-2-6(9(7)13)4-5-8(11)12/h1-3,10,13H,4-5H2,(H,11,12)",182.1733,-5.4286713174750005,-0.57688136306,4.8517899544150005,5.258436453090785
000000021,CCC(C(=O)O)(C(=O)C)O,C6H10O4,"InChI=1S/C6H10O4/c1-3-6(10,4(2)7)5(8)9/h10H,3H2,1-2H3,(H,8,9)",146.1412,-7.306256885925,-1.297983066885,6.00827381904,2.5679779980219846
000000022,CC(=O)C(C(=O)O)(O)C,C5H8O4,"InChI=1S/C5H8O4/c1-3(6)5(2,9)4(7)8/h9H,1-2H3,(H,7,8)",132.11462,-7.33618940948,-1.3143098979149999,6.021879511565,2.7771610571794354
000000023,O=CC=CC(=C(C(=O)O)N)C(=O)O,C7H7NO5,"InChI=1S/C7H7NO5/c8-5(7(12)13)4(6(10)11)2-1-3-9/h1-3H,8H2,(H,10,11)(H,12,13)",185.13418,-6.77563487745,-2.59052385676,4.18511102069,3.3623497839283467
000000024,OCC(C(C1(O)C(O)N(O)C2C(N1O)C(=O)NC(=N2)N)O)O,C9H17N5O8,"InChI=1S/C9H17N5O8/c10-8-11-5-3(6(18)12-8)14(22)9(20,7(19)13(5)21)4(17)2(16)1-15/h2-5,7,15-17,19-22H,1H2,(H3,10,11,12,18)",323.25998,-5.858611201265,-0.5387854239900003,5.319825777275,4.919337408592442
000000025,Nc1nc(=O)c2c([nH]1)N(O)C(C(N2)C(C(CO)O)O)O,C9H15N5O6,"InChI=1S/C9H15N5O6/c10-9-12-6-4(7(18)13-9)11-3(8(19)14(6)20)5(17)2(16)1-15/h2-3,5,8,11,15-17,19-20H,1H2,(H3,10,12,13,18)",289.2453,-5.40418107093,-0.5632756705349999,4.840905400395,7.607208780226688
000000026,O=C1NC(=NC2C1N=C(C(N2O)O)C(=O)C(=O)C)N,C9H11N5O5,"InChI=1S/C9H11N5O5/c1-2(15)5(16)3-8(18)14(19)6-4(11-3)7(17)13-9(10)12-6/h4,6,8,18-19H,1H3,(H3,10,12,13,17)",269.21414,-6.206916929905,-1.8122782443299998,4.394638685575,7.339024459916863
000000028,OC(=O)C=CC=C(C(=O)O)N,C6H7NO4,"InChI=1S/C6H7NO4/c7-4(6(10)11)2-1-3-5(8)9/h1-3H,7H2,(H,8,9)(H,10,11)",157.12408,-6.391954348245,-1.6000294409400002,4.791924907305,7.656920508127926
000000029,O=CC(C(=O)O)N,C3H5NO3,"InChI=1S/C3H5NO3/c4-2(1-5)3(6)7/h1-2H,4H2,(H,6,7)",103.0767,-7.104892636555,-1.3061464824,5.798746154155,3.777693636464053
000000030,O=CC=CC=C(C(=O)O)N,C6H7NO3,"InChI=1S/C6H7NO3/c7-5(6(9)10)3-1-2-4-8/h1-4H,7H2,(H,9,10)",141.12468,-6.206916929905,-1.9973156626700002,4.209601267235,5.057203735954979
000000031,OCC(C(COP(=O)(O)O)O)(O)C,C5H13O7P,"InChI=1S/C5H13O7P/c1-5(8,3-6)4(7)2-12-13(9,10)11/h4,6-8H,2-3H2,1H3,(H2,9,10,11)",216.126281,-7.126661744595001,0.8571586290750002,7.983820373670001,5.725793324669866
000000032,OC(=O)C=CC=C(C(=O)O)C(=O)O,C7H6O6,"InChI=1S/C7H6O6/c8-5(9)3-1-2-4(6(10)11)7(12)13/h1-3H,(H,8,9)(H,10,11)(H,12,13)",186.11894,-7.74980246224,-2.9823678014800006,4.767434660759999,3.9720068054292152
000000033,ClCC=O,C2H3ClO,"InChI=1S/C2H3ClO/c3-1-2-4/h2H,1H2",78.49762,-7.55932276689,-1.363290391005,6.196032375885,0.8191814114358309
000000034,OCCCl,C2H5ClO,"InChI=1S/C2H5ClO/c3-1-2-4/h4H,1-2H2",80.5135,-7.469525196225001,0.6911691802699993,8.160694376495,1.3271407702674198
000000035,OC(=O)CC1(Cl)C=CC(=O)O1,C6H5ClO4,"InChI=1S/C6H5ClO4/c7-6(3-4(8)9)2-1-5(10)11-6/h1-2H,3H2,(H,8,9)",176.5545,-7.687216276625,-2.590523856760001,5.096692419864999,3.5762004930736198
000000036,CC(C(C(C(=O)O)O)C(=O)O)C,C7H12O5,"InChI=1S/C7H12O5/c1-3(2)4(6(9)10)5(8)7(11)12/h3-5,8H,1-2H3,(H,9,10)(H,11,12)",176.16718,-7.502178858285,-0.6095350251200005,6.892643833165,5.933442650783608
000000037,OCC(C(CC(=O)C(=O)O)O)O,C6H10O6,"InChI=1S/C6H10O6/c7-2-5(10)3(8)1-4(9)6(11)12/h3,5,7-8,10H,1-2H2,(H,11,12)",178.14,-6.957951157285,-2.24221812812,4.7157330291649995,1.5173486980104471
000000038,OCC(C(=O)C(=O)O)(C)C,C6H10O4,"InChI=1S/C6H10O4/c1-6(2,3-7)4(8)5(9)10/h7H,3H2,1-2H3,(H,9,10)",146.1412,-7.099450359545001,-2.2476604051300004,4.8517899544150005,3.7290488659062917
000000039,O=C1C(=O)OCC1(C)C,C6H8O3,"InChI=1S/C6H8O3/c1-6(2)3-9-5(8)4(6)7/h3H2,1-2H3",128.12592,-6.976999126820001,-2.36739049935,4.609608627470001,5.255709994546027
000000040,OCC1OC(O)CC(C1O)O,C6H12O5,"InChI=1S/C6H12O5/c7-2-4-6(10)3(8)1-5(9)11-4/h3-10H,1-2H2",164.15648,-6.963393434295001,1.2598871278149995,8.22328056211,3.7003840126203116
000000041,CSCCC(=O)C(=COP(=O)(O)O)O,C6H11O6PS,"InChI=1S/C6H11O6PS/c1-14-3-2-5(7)6(8)4-12-13(9,10)11/h4,8H,2-3H2,1H3,(H2,9,10,11)",242.186701,-5.787861600135,-1.6707790420700004,4.1170825580649995,3.1314858456785335
000000042,O=C(CCC(=O)O)C=CC=C(C(=O)O)O,C9H10O6,"InChI=1S/C9H10O6/c10-6(4-5-8(12)13)2-1-3-7(11)9(14)15/h1-3,11H,4-5H2,(H,12,13)(H,14,15)",214.1721,-6.7348177998750005,-2.5796393027399995,4.155178497135001,10.114279068033817
000000043,OC(=O)CCC(C(=O)O)O,C5H8O5,"InChI=1S/C5H8O5/c6-3(5(9)10)1-2-4(7)8/h3,6H,1-2H2,(H,7,8)(H,9,10)",148.11402,-7.251834115825001,-0.6503521026949999,6.601482013130001,5.7545358709664844
000000045,OC(C(=O)O)C(=O)O,C3H4O5,"InChI=1S/C3H4O5/c4-1(2(5)6)3(7)8/h1,4H,(H,5,6)(H,7,8)",120.06086,-8.084502498354999,-0.9632830307700004,7.121219467584998,2.4266511773345174
000000046,OC(C(COP(=O)(O)O)O)CC(=O)C(=O)O,C6H11O9P,"InChI=1S/C6H11O9P/c7-3(1-4(8)6(10)11)5(9)2-15-16(12,13)14/h3,5,7,9H,1-2H2,(H,10,11)(H2,12,13,14)",258.119901,-7.453198365194999,-2.6367832113450005,4.816415153849999,3.5114270588444523
000000047,CC(C(=O)C(=O)O)CC,C6H10O3,"InChI=1S/C6H10O3/c1-3-4(2)5(7)6(8)9/h4H,3H2,1-2H3,(H,8,9)",130.1418,-7.15115199114,-2.3401791142999997,4.81097287684,2.6635207960117375
000000048,NC(=O)CCC(=O)C(=O)O,C5H7NO4,"InChI=1S/C5H7NO4/c6-4(8)2-1-3(7)5(9)10/h1-2H2,(H2,6,8)(H,9,10)",145.11338,-7.162036545159999,-2.272150651675,4.889885893484999,5.4485704756525815
000000049,CC(C(=O)C(=O)O)C,C5H8O3,"InChI=1S/C5H8O3/c1-3(2)4(6)5(7)8/h3H,1-2H3,(H,7,8)",116.11522,-7.18924793021,-2.3184100062600006,4.870837923949999,2.593491140775499
000000050,OCC(C(C(C(=O)C(=O)O)O)O)O,C6H10O7,"InChI=1S/C6H10O7/c7-1-2(8)3(9)4(10)5(11)6(12)13/h2-4,7-10H,1H2,(H,12,13)",194.1394,-6.783798292965,-2.84631087623,3.937487416735,3.6875895511840793
000000051,OC(=O)CCC(=O)C(=O)O,C5H6O5,"InChI=1S/C5H6O5/c6-3(5(9)10)1-2-4(7)8/h1-2H2,(H,7,8)(H,9,10)",146.09814,-7.483130888750001,-2.5034474246,4.979683464150001,5.056500947181361
000000058,CCC(=O)C(=O)O,C4H6O3,"InChI=1S/C4H6O3/c1-2-3(5)4(6)7/h2H2,1H3,(H,6,7)",102.08864,-7.251834115825001,-2.310246590745,4.941587525080001,2.663441464428306
000000059,OCC(C(=O)O)OP(=O)(O)O,C3H7O7P,"InChI=1S/C3H7O7P/c4-1-2(3(5)6)10-11(7,8)9/h2,4H,1H2,(H,5,6)(H2,7,8,9)",186.057241,-7.314420301439999,-0.32653662059999977,6.98788368084,4.381182978363492
000000061,OC(=O)C(OP(=O)(O)O)COP(=O)(O)O,C3H8O10P2,"InChI=1S/C3H8O10P2/c4-3(5)2(13-15(9,10)11)1-12-14(6,7)8/h2H,1H2,(H,4,5)(H2,6,7,8)(H2,9,10,11)",266.037142,-7.79334067832,-0.3428634516300004,7.4504772266899995,4.613861313295297
000000062,ClC1=CC(Cl)C(=CC1O)Cl,C6H5Cl3O,"InChI=1S/C6H5Cl3O/c7-3-1-5(9)6(10)2-4(3)8/h1-3,6,10H",199.4623,-7.12394060609,-1.4449245461549998,5.679016059935,1.9612676790499557
000000063,CC(CC(C(=O)O)N)N,C5H12N2O2,"InChI=1S/C5H12N2O2/c1-3(6)2-4(7)5(8)9/h3-4H,2,6-7H2,1H3,(H,8,9)",132.16098,-6.22596489944,0.1795951413300001,6.40556004077,2.313578640052246
000000064,OC1C=C(Cl)C(C=C1Cl)O,C6H6Cl2O2,"InChI=1S/C6H6Cl2O2/c7-3-1-5(9)4(8)2-6(3)10/h1-2,5-6,9-10H",181.01664,-7.028700758415,-0.8843700141250004,6.1443307442899995,0.00012792185114357906
000000065,Oc1cc(Cl)c(cc1Cl)O,C6H4Cl2O2,"InChI=1S/C6H4Cl2O2/c7-3-1-5(9)4(8)2-6(3)10/h1-2,9-10H",179.00076,-5.7606502150850005,-0.6938903187749998,5.066759896310001,2.6476404589747456e-05
000000066,Clc1ccc(c(c1)O)Cl,C6H4Cl2O,"InChI=1S/C6H4Cl2O/c7-4-1-2-5(8)6(9)3-4/h1-3,9H",163.00136,-6.370185240205,-0.6884480417649996,5.6817371984400005,1.5152818986703431
000000067,OCC(=O)C(C(C(=O)C(=O)O)O)O,C6H8O7,"InChI=1S/C6H8O7/c7-1-2(8)3(9)4(10)5(11)6(12)13/h3-4,7,9-10H,1H2,(H,12,13)",192.12352,-7.262718669845001,-2.7755612751000003,4.487157394745001,3.612544334678261
000000068,OCC1(C)OP(=O)(O)OP(=O)(OCC1O)O,C5H12O9P2,"InChI=1S/C5H12O9P2/c1-5(3-6)4(7)2-12-15(8,9)14-16(10,11)13-5/h4,6-7H,2-3H2,1H3,(H,8,9)(H,10,11)",278.090902,-7.3770064870550005,0.11156667870499959,7.48857316576,4.184721135334229
000000069,CC(=O)C=CC=C(C(=O)O)O,C7H8O4,"InChI=1S/C7H8O4/c1-5(8)3-2-4-6(9)7(10)11/h2-4,9H,1H3,(H,10,11)",156.13602,-6.51984785798,-2.272150651675,4.247697206305,7.668566039493108
000000070,CC(CC(=O)C(=O)O)C,C6H10O3,"InChI=1S/C6H10O3/c1-4(2)3-5(7)6(8)9/h4H,3H2,1-2H3,(H,8,9)",130.1418,-7.213738176755,-2.32385228327,4.889885893485,2.8393204801235457
000000071,OC(=O)CCCC(=O)C(=O)O,C6H8O5,"InChI=1S/C6H8O5/c7-4(6(10)11)2-1-3-5(8)9/h1-3H2,(H,8,9)(H,10,11)",160.12472,-7.39605445659,-2.4735149010449993,4.922539555545001,2.5388566609312546
000000072,OC(=O)c1ccc(c(c1)O)O,C7H6O4,"InChI=1S/C7H6O4/c8-5-2-1-4(7(10)11)3-6(5)9/h1-3,8-9H,(H,10,11)",154.12014,-6.14433074429,-0.8489952135600003,5.29533553073,6.299926661569958
000000073,OC1C(OP(=O)(O)O)C(OC1n1cnc2c1ncnc2N)COP(=O)(O)O,C10H15N5O10P2,"InChI=1S/C10H15N5O10P2/c11-8-5-9(13-2-12-8)15(3-14-5)10-6(16)7(25-27(20,21)22)4(24-10)1-23-26(17,18)19/h2-4,6-7,10,16H,1H2,(H2,11,12,13)(H2,17,18,19)(H2,20,21,22)",427.201122,-6.38923320974,-1.1973009422,5.19193226754,6.071437083389401
000000075,NCCC=O,C3H7NO,"InChI=1S/C3H7NO/c4-2-1-3-5/h3H,1-2,4H2",73.09378,-6.3130413316,-0.5823236400700003,5.73071769153,2.041570795671803
000000076,OC1CCC2(C(=CCC3C2CCC2(C3CCC2=O)C)C1)C,C19H28O2,"InChI=1S/C19H28O2/c1-18-9-7-13(20)11-12(18)3-4-14-15-5-6-17(21)19(15,2)10-8-16(14)18/h3,13-16,20H,4-11H2,1-2H3",288.42442,-6.22052262243,-0.3183732050849999,5.902149417345,2.386749068745602
000000077,OC(=O)CC(C(=O)O)(C(C)C)O,C7H12O5,"InChI=1S/C7H12O5/c1-4(2)7(12,6(10)11)3-5(8)9/h4,12H,3H2,1-2H3,(H,8,9)(H,10,11)",176.16718,-7.213738176755,-0.5115740389400001,6.702164137815,5.5408549972770444
000000078,NC(C(=O)O)CCl,C3H6ClNO2,"InChI=1S/C3H6ClNO2/c4-1-2(5)3(6)7/h2H,1,5H2,(H,6,7)",123.53824,-7.0450275894450005,-0.10884554019999992,6.936182049245001,2.704174382781924
000000079,N#Cc1cccnc1,C6H4N2,"InChI=1S/C6H4N2/c7-4-6-2-1-3-8-5-6/h1-3,5H",104.10936,-7.58653415194,-1.86125873742,5.7252754145199996,3.8350973270073605
000000080,OC1CC(=CC(=O)C1O)C(=O)O,C7H8O5,"InChI=1S/C7H8O5/c8-4-1-3(7(11)12)2-5(9)6(4)10/h1,5-6,9-10H,2H2,(H,11,12)",172.13542,-6.925297495225,-2.59596613377,4.329331361455,2.548242074331636
000000081,OC(C(C(CC(=O)C(=O)O)O)O)COP(=O)(O)O,C7H13O10P,"InChI=1S/C7H13O10P/c8-3(1-4(9)7(12)13)6(11)5(10)2-17-18(14,15)16/h3,5-6,8,10-11H,1-2H2,(H,12,13)(H2,14,15,16)",288.145881,-7.374285348550001,-2.9469930009149996,4.427292347635001,3.813337571743026
000000082,OC1C(CC(=CC1OP(=O)(O)O)C(=O)O)OC(=C)C(=O)O,C10H13O10P,"InChI=1S/C10H13O10P/c1-4(9(12)13)19-6-2-5(10(14)15)3-7(8(6)11)20-21(16,17)18/h3,6-8,11H,1-2H2,(H,12,13)(H,14,15)(H2,16,17,18)",324.177981,-7.0205373429,-1.7279229506750005,5.2926143922249995,6.848458088852045
000000083,OP(=O)CC(=O)C(=O)O,C3H5O5P,"InChI=1S/C3H5O5P/c4-2(3(5)6)1-9(7)8/h9H,1H2,(H,5,6)(H,7,8)",152.042561,-7.578370736425001,-2.6503889038700006,4.927981832555,2.311628977295016
000000086,OC(=O)c1cccc(c1N)O,C7H7NO3,"InChI=1S/C7H7NO3/c8-6-4(7(10)11)2-1-3-5(6)9/h1-3,9H,8H2,(H,10,11)",153.13538,-5.44771928701,-1.06124401695,4.38647527006,5.153692756245176
000000087,OCC(C(=O)O)C,C4H8O3,"InChI=1S/C4H8O3/c1-3(2-5)4(6)7/h3,5H,2H2,1H3,(H,6,7)",104.10452,-7.27088208536,0.06258618561500029,7.3334682709750005,3.7601854777797863
000000091,OC(=O)CCc1cccc(c1)O,C9H10O3,"InChI=1S/C9H10O3/c10-8-3-1-2-7(6-8)4-5-9(11)12/h1-3,6,10H,4-5H2,(H,11,12)",166.1739,-6.04636975811,-0.1932008338550002,5.853168924255,3.2497877729085634
000000092,C=CC1(O)CN2CCC1CC2C(c1ccnc2c1cc(OC)cc2)O,C20H24N2O3,"InChI=1S/C20H24N2O3/c1-3-20(24)12-22-9-7-13(20)10-18(22)19(23)15-6-8-21-17-5-4-14(25-2)11-16(15)17/h3-6,8,11,13,18-19,23-24H,1,7,9-10,12H2,2H3",340.41616,-5.711669721995,-1.2952619283800004,4.416407793615,2.516644004752559
000000093,OC(=O)CCC(=O)CC(=O)O,C6H8O5,"InChI=1S/C6H8O5/c7-4(3-6(10)11)1-2-5(8)9/h1-3H2,(H,8,9)(H,10,11)",160.12472,-7.06407555898,-1.6054717179500004,5.4586038410299995,5.7176063318833865
000000095,OCC(C(C(=O)C(C(=O)O)O)O)O,C6H10O7,"InChI=1S/C6H10O7/c7-1-2(8)3(9)4(10)5(11)6(12)13/h2-3,5,7-9,11H,1H2,(H,12,13)",194.1394,-7.00965278888,-1.608192856455,5.401459932425,2.959290002906778
000000096,CC(=O)CC(=O)O,C4H6O3,"InChI=1S/C4H6O3/c1-3(5)2-4(6)7/h2H2,1H3,(H,6,7)",102.08864,-7.238228423300001,-1.4585302386799999,5.779698184620001,5.479737980430543
000000097,OCC1OC(O)C(C(C1OC1OC(CO)C(C(=O)C1O)O)O)O,C12H20O11,"InChI=1S/C12H20O11/c13-1-3-5(15)6(16)9(19)12(22-3)23-10-4(2-14)21-11(20)8(18)7(10)17/h3-5,7-15,17-20H,1-2H2",340.2806,-6.789240569975,-1.3034253438950003,5.48581522608,2.4085742804323056
000000098,OC(=O)C(=O)CS,C3H4O3S,"InChI=1S/C3H4O3S/c4-2(1-7)3(5)6/h7H,1H2,(H,5,6)",120.12706,-6.947066603265001,-2.8027726601500005,4.1442939431150005,2.0823438110537844
000000101,O=Cc1cccc(c1)O,C7H6O2,"InChI=1S/C7H6O2/c8-5-6-2-1-3-7(9)4-6/h1-5,9H",122.12134,-6.375627517215,-1.6979904271199997,4.677637090095001,1.801756107095519
000000102,OCc1cccc(c1)O,C7H8O2,"InChI=1S/C7H8O2/c8-5-6-2-1-3-7(9)4-6/h1-4,8-9H,5H2",124.13722,-5.93752421791,-0.10612440169500026,5.831399816215,0.7877588092849231
000000104,OC(=O)CC1=CCC(=O)O1,C6H6O4,"InChI=1S/C6H6O4/c7-5(8)3-4-1-2-6(9)10-4/h1H,2-3H2,(H,7,8)",142.10944,-7.001489373365,-1.0694074324649998,5.9320819409,5.128673055633201
000000105,OC(=O)C(=O)COP(=O)(O)O,C3H5O7P,"InChI=1S/C3H5O7P/c4-2(3(5)6)1-10-11(7,8)9/h1H2,(H,5,6)(H2,7,8,9)",184.041361,-7.779734985795,-3.0340694330749995,4.74566555272,2.963230338021329
000000106,OC(=O)C(COP(=O)(O)O)N,C3H8NO6P,"InChI=1S/C3H8NO6P/c4-2(3(5)6)1-10-11(7,8)9/h2H,1,4H2,(H,5,6)(H2,7,8,9)",185.072481,-6.9116918027,-0.2204122189050004,6.691279583795,2.307548930928443
000000107,OC(=O)CCc1ccccc1,C9H10O2,"InChI=1S/C9H10O2/c10-9(11)7-6-8-4-2-1-3-5-8/h1-5H,6-7H2,(H,10,11)",150.1745,-6.6559047832300005,-0.19864311086500042,6.457261672365,4.187490486295342
000000108,OC(=O)Cc1cccnc1,C7H7NO2,"InChI=1S/C7H7NO2/c9-7(10)4-6-2-1-3-8-5-6/h1-3,5H,4H2,(H,9,10)",137.13598,-7.2110170382500005,-1.2653294048249997,5.945687633425001,5.0148422402834365
000000109,OS(=O)CC(C(=O)O)N,C3H7NO4S,"InChI=1S/C3H7NO4S/c4-2(3(5)6)1-9(7)8/h2H,1,4H2,(H,5,6)(H,7,8)",153.15698,-6.9225763567200005,-0.8489952135600003,6.07358114316,3.6482299890086427
000000110,OS(=O)CC(=O)C(=O)O,C3H4O5S,"InChI=1S/C3H4O5S/c4-2(3(5)6)1-9(7)8/h1H2,(H,5,6)(H,7,8)",152.12586,-6.843663340075,-2.9333873083900004,3.910276031685,3.1748262022384783
000000111,OC(=O)CCNC(=O)N,C4H8N2O3,"InChI=1S/C4H8N2O3/c5-4(9)6-2-1-3(7)8/h1-2H2,(H,7,8)(H3,5,6,9)",132.11792,-6.680395029775,0.4217764682749996,7.10217149805,8.481134389924557
000000113,OC(C(=O)C(=O)O)COP(=O)(O)O,C4H7O8P,"InChI=1S/C4H7O8P/c5-2(3(6)4(7)8)1-12-13(9,10)11/h2,5H,1H2,(H,7,8)(H2,9,10,11)",214.067341,-7.654562614565,-3.0476751255999996,4.606887488965,4.26229408818608
000000114,OC(=O)CCCc1cccnc1,C9H11NO2,"InChI=1S/C9H11NO2/c11-9(12)5-1-3-8-4-2-6-10-7-8/h2,4,6-7H,1,3,5H2,(H,11,12)",165.18914,-6.976999126820001,-0.8653220445900001,6.111677082230001,4.634658588365166
000000116,NC1C=CC(=CC1OC(=C)C(=O)O)C(=O)O,C10H11NO5,"InChI=1S/C10H11NO5/c1-5(9(12)13)16-8-4-6(10(14)15)2-3-7(8)11/h2-4,7-8H,1,11H2,(H,12,13)(H,14,15)",225.19804,-6.62869339818,-2.1224880339,4.50620536428,6.710314128212329
000000117,Nc1nc[nH]c1C(=O)O,C4H5N3O2,"InChI=1S/C4H5N3O2/c5-3-2(4(8)9)6-1-7-3/h1H,5H2,(H,6,7)(H,8,9)",127.1014,-6.22596489944,-0.9932155543250003,5.232749345115,3.2613618279487175
000000118,NCCCC=O,C4H9NO,"InChI=1S/C4H9NO/c5-3-1-2-4-6/h4H,1-3,5H2",87.12036,-6.43277142582,-0.6884480417649996,5.744323384055001,2.967432161228458
000000119,NCCCC(=O)O,C4H9NO2,"InChI=1S/C4H9NO2/c5-3-1-2-4(6)7/h1-3,5H2,(H,6,7)",103.11976,-6.598760874625,0.32109434358999955,6.919855218215,5.204641117304727
000000120,OC(=O)C=C1C=CC(=O)O1,C6H4O4,"InChI=1S/C6H4O4/c7-5(8)3-4-1-2-6(9)10-4/h1-3H,(H,7,8)",140.09356,-7.562043905395,-3.2354336824449996,4.32661022295,6.3890536900199075
000000122,O=C(CC(=O)CC(=O)O)C=CC(=O)O,C8H8O6,"InChI=1S/C8H8O6/c9-5(1-2-7(11)12)3-6(10)4-8(13)14/h1-2H,3-4H2,(H,11,12)(H,13,14)",200.14552,-7.1674788221700005,-1.5646546403750001,5.602824181795,6.430336553388944
000000123,NC(=O)CCCN=C(N)N,C5H12N4O,"InChI=1S/C5H12N4O/c6-4(10)2-1-3-9-5(7)8/h1-3H2,(H2,6,10)(H4,7,8,9)",144.17498,-6.070860004655,0.93062936871,7.001489373365,4.293806457785213
000000124,CC(CC(=O)C(=O)O)O,C5H8O4,"InChI=1S/C5H8O4/c1-3(6)2-4(7)5(8)9/h3,6H,2H2,1H3,(H,8,9)",132.11462,-7.31986257845,-2.63950434985,4.6803582286,1.6056759564937129
