Id,Log File,SMILES,GAP_DFT(eV),HOMO_DFT(eV),LUMO_DFT(eV),Total Energy (eV),Electronic Energy (eV),Nuclear Repulsion Energy (eV),Gsolv (eV),Dipole (D),Hardness η (eV),Chemical Potential μ (eV),Electrophilicity ω (eV),MW,LogP,TPSA,HBA,HBD,Rotatable Bonds,Aromatic Rings,Heavy Atoms,QED,FractionCSP3
109099,gdb 109099_xtb1_opt.log,CCC1=CCC(=O)C1=O,3.7766834305515284,-6.339776685028334,-2.5630932544768057,-739.2351249202461,-748.8632249039488,9.6285692147479,-0.40293039523964674,6.031,1.8883417152757642,4.45143496975257,5.246739276487978,124.13899999999998,0.8647,34.14,2,0,1,0,9,0.48576817971668895,0.42857142857142855
109102,gdb 109102_xtb1_opt.log,CNC1=NCC(=O)C1=O,3.1893114877898987,-6.237972835210075,-3.0486613474201767,-754.0695719672362,-762.5268987987695,8.457832126454253,-0.41584238335173246,5.017,1.5946557438949494,4.643317091315126,6.760203163924856,126.11499999999998,-1.2439000000000002,58.53,4,1,0,0,9,0.41270013368332764,0.4
109422,gdb 109422_xtb1_opt.log,CNC1C(=O)C=CC1=O,3.46589060216549,-6.13312234216929,-2.6672317400038006,-746.2021905369629,-755.2064381174833,9.00467951607537,-0.3475017312673735,2.162,1.732945301082745,4.400177041086545,5.586315384798365,125.12699999999997,-0.7176000000000002,46.17,3,1,1,0,9,0.47040357514784975,0.3333333333333333
111938,gdb 111938_xtb1_opt.log,CCC1C=CC(=O)C1=O,3.7313993022060785,-6.329755793422669,-2.598356491216591,-739.0879089057246,-748.6926253585486,9.605306605772038,-0.4032804624009312,6.256,1.8656996511030393,4.46405614231963,5.3405694828746695,124.13899999999998,0.7206,34.14,2,0,1,0,9,0.4825179490086772,0.42857142857142855
111941,gdb 111941_xtb1_opt.log,CNC1C=CC(=O)C1=O,3.3410252233814273,-5.903288262950468,-2.562263039569041,-745.9986555702463,-754.9830101979816,8.985193141370827,-0.4146273540128035,5.469,1.6705126116907136,4.232775651259755,5.36254248801043,125.12699999999998,-0.7176000000000002,46.17,3,1,1,0,9,0.47040357514784986,0.3333333333333333
111942,gdb 111942_xtb1_opt.log,COC1C=CC(=O)C1=O,3.6187752250323117,-6.276956338814131,-2.658181113781819,-763.0618576674464,-771.3321728101905,8.270959860317163,-0.37178056980826973,5.167,1.8093876125161559,4.467568726297975,5.515449035389451,126.11099999999999,-0.29059999999999997,43.370000000000005,3,0,1,0,9,0.453248193370378,0.3333333333333333
112955,gdb 112955_xtb1_opt.log,[NH3+]CC1CC(C1)C([O-])=O,1.8454088367276422,-3.415016547113604,-1.5696077103859616,-801.7387316834635,-810.4530684736407,8.752996002976086,-1.9500070724387792,25.68,0.9227044183638211,2.4923121287497825,3.365985695683555,129.159,-1.995599999999999,67.77000000000001,2,1,2,0,9,0.4684715211145848,0.8333333333333334
113157,gdb 113157_xtb1_opt.log,CC1(CC1C[NH3+])C([O-])=O,7.150934733918349,-6.621969630389532,0.528965103528817,-802.7307934163565,-812.0902818119913,9.360253043364413,-0.4235752799009967,5.92,3.5754673669591743,3.0465022634303573,1.2978969024935678,129.15900000000002,-1.9955999999999987,67.77000000000001,2,1,2,0,9,0.4684715211145848,0.8333333333333334
113184,gdb 113184_xtb1_opt.log,[NH3+]CC1CC1(O)C([O-])=O,7.133951276272108,-6.451721465546486,0.6822298107256222,-827.3757964334552,-835.3656927294746,8.000449842365702,-0.45906043581589484,8.054,3.566975638136054,2.884745827410432,1.1665006062545589,131.131,-3.270799999999999,88.0,3,2,2,0,9,0.41181824771113335,0.8
113647,gdb 113647_xtb1_opt.log,CCN1CC1C(=O)C=O,3.586946023087935,-6.392199609881242,-2.8052535867933073,-773.6670848691734,-782.5517468861153,8.88539003088054,-0.3557592107394941,2.125,1.7934730115439674,4.598726598337275,5.895903141594687,127.14299999999997,-0.5415000000000001,37.15,3,0,3,0,9,0.2900415456251714,0.6666666666666666
115123,gdb 115123_xtb1_opt.log,CCC1NCC(=O)C1=O,3.787502955146692,-6.478432265484815,-2.6909293103381233,-774.6824231024821,-783.4360550680398,8.75465584674686,-0.42536870246094555,6.391,1.893751477573346,4.584680787911469,5.549645287664322,127.14299999999999,-0.49360000000000026,46.17,3,1,1,0,9,0.4831712016242028,0.6666666666666666
115124,gdb 115124_xtb1_opt.log,CCC1OCC(=O)C1=O,3.650903624933467,-6.571150192368123,-2.9202465674346554,-791.8694243533228,-799.9199225981307,8.0511189555982,-0.3618325988438946,4.118,1.8254518124667336,4.745698379901389,6.168788723753041,128.12699999999998,-0.06659999999999999,43.370000000000005,3,0,1,0,9,0.4642391956229046,0.6666666666666666
115131,gdb 115131_xtb1_opt.log,COC1CCC(=O)C1=O,3.5351873649362604,-6.20459847820837,-2.6694111132721092,-791.7916115048957,-799.7757134094644,7.98485785553932,-0.3818436495886565,5.011,1.7675936824681302,4.43700479574024,5.568873591450179,128.127,-0.06659999999999999,43.370000000000005,3,0,1,0,9,0.4642391956229047,0.6666666666666666
115136,gdb 115136_xtb1_opt.log,COC1OCC(=O)C1=O,3.390116731800056,-6.597473371441009,-3.2073566396409534,-816.0012493229127,-822.764010309118,6.763251415110708,-0.3447719789283402,3.427,1.695058365900028,4.902415005540981,7.089334907294528,130.099,-0.8727000000000003,52.6,4,0,1,0,9,0.4326809024953508,0.6
115143,gdb 115143_xtb1_opt.log,OCC1OCC(=O)C1=O,3.661962675140121,-6.320385777990947,-2.658423102850826,-816.0930474001087,-822.9770316927116,6.884642796906226,-0.37342135818012107,5.254,1.8309813375700605,4.489404440420887,5.503811485162005,130.099,-1.4843,63.6,4,1,1,0,9,0.43932419604909984,0.6
116525,gdb 116525_xtb1_opt.log,CCN=C(N)C(=O)C=O,4.3586505214533355,-6.319521035843562,-1.960870514390226,-781.2351796464552,-790.4062223758982,9.17287090475254,-0.41884151586791474,5.992,2.1793252607266678,4.140195775116894,3.932689939678912,128.131,-0.8685,72.52,3,1,3,0,9,0.23226845071374985,0.4
116639,gdb 116639_xtb1_opt.log,CNC=[NH+][C-](C#N)C#N,3.5840798157913536,-4.79184804522361,-1.207768229432256,-690.1094211769042,-702.3434428655279,12.237946418802679,-0.7349023106499435,13.311,1.7920399078956768,2.999808137327933,2.5107836106579464,122.131,-2.1061499999999986,73.58,2,2,2,0,9,0.2500083255556549,0.2
116799,gdb 116799_xtb1_opt.log,CNC=[NH+]CCC([O-])=O,6.4333916251286185,-6.246198733011157,0.18719289211746126,-810.9001495171227,-819.9205207490469,9.022624232126763,-0.5067091003569146,9.836,3.2166958125643093,3.029502920446848,1.4266017801788171,130.147,-3.5452999999999975,66.13,2,2,4,0,9,0.3057625453702958,0.6
116993,gdb 116993_xtb1_opt.log,CNCC(=O)C#CC#N,3.984927628284844,-6.838975891066231,-2.854048262781387,-699.0410391400653,-711.0471375152357,12.006482849496566,-0.39165146735693707,4.83,1.992463814142422,4.846512076923809,5.894380401050876,122.12699999999998,-0.6981200000000001,52.89,3,1,2,0,9,0.3890305104773414,0.3333333333333333
117020,gdb 117020_xtb1_opt.log,CCNC(=N)C(=O)C#N,4.139834020834364,-6.994653953661015,-2.85481993282665,-735.7032513510499,-746.3005390758478,10.598079289840076,-0.4028033056585413,6.786,2.069917010417182,4.924736943243833,5.858455638098873,125.13099999999999,-0.3341500000000001,76.74000000000001,3,2,2,0,9,0.30104225952684976,0.4
117026,gdb 117026_xtb1_opt.log,CNCC(=O)C(=O)C#N,4.905374319951677,-6.782012906887047,-1.8766385869353706,-752.3913973235233,-761.9491464551157,9.563685604165903,-0.4682795290162254,7.025,2.4526871599758384,4.329325746911209,3.8209237869237542,126.11499999999998,-1.1324200000000002,69.96000000000001,4,1,3,0,9,0.3833393706252866,0.4
117031,gdb 117031_xtb1_opt.log,CCCC(=O)C(=O)C=O,4.099887754921683,-6.535517347094651,-2.435629592172968,-790.8520366635095,-799.6407129378072,8.789425712032559,-0.3554887220793242,1.779,2.0499438774608416,4.48557346963381,4.907541511918059,128.12699999999998,0.12359999999999993,51.21,3,0,4,0,9,0.3068157496880391,0.5
117032,gdb 117032_xtb1_opt.log,CCNC(=N)C(=O)C=O,4.456781105801776,-6.465903543588729,-2.0091224377869534,-781.193142451217,-790.3155383454447,9.123754475845846,-0.40311251892379046,5.858,2.228390552900888,4.237512990687841,4.029032595491994,128.13099999999997,-0.6588300000000002,70.02000000000001,3,2,3,0,9,0.22928754874478607,0.4
117033,gdb 117033_xtb1_opt.log,CCNC(=O)C(=O)C=O,4.307691457929659,-6.679567008267964,-2.3718755503383044,-798.9273847328408,-807.3872723159103,8.461398257858942,-0.42768165506148076,5.142,2.1538457289648294,4.525721279303134,4.754786478551839,129.11499999999998,-1.1095000000000002,63.24,3,1,3,0,9,0.29835777191789065,0.4
117036,gdb 117036_xtb1_opt.log,COCC(=O)C(=O)C=O,4.365168310293933,-6.662976029263679,-2.297807718969746,-814.7685889236469,-822.1963921068269,7.428107819354049,-0.3635269464072392,2.456,2.1825841551469667,4.480391874116712,4.5986568944690625,130.099,-1.0301,60.440000000000005,4,0,4,0,9,0.27713117931350223,0.4
117037,gdb 117037_xtb1_opt.log,OCCC(=O)C(=O)C=O,4.153310830216785,-6.333685403914789,-2.180374573698003,-815.2051378005236,-822.6959290249174,7.492293623738032,-0.4055840469103899,6.05,2.0766554151083927,4.257029988806396,4.363339289164418,130.099,-1.2941000000000003,71.44,4,1,4,0,9,0.29163278042896684,0.4
117630,gdb 117630_xtb1_opt.log,CC(C)(CC[NH3+])C([O-])=O,7.494727236006648,-6.273158298033704,1.2215689379729446,-831.3786019814388,-840.7359580228228,9.367238490868479,-0.4662928930438742,8.068,3.747363618003324,2.52579468003038,0.8512169375584878,131.175,-1.6054999999999984,67.77000000000001,2,1,3,0,9,0.5006431879048691,0.8333333333333334
119758,gdb 119758_xtb1_opt.log,C[NH2+]CC1=CC(=O)[CH-]N1,2.173784954681944,-3.6583764153943097,-1.4845914607123656,-755.6730258451872,-766.1391850623642,10.485027195446651,-0.6928219564936011,13.79,1.086892477340972,2.571483938053338,3.0419428699348097,126.15899999999998,-1.2129999999999992,49.47,1,2,2,1,9,0.47972808536792605,0.3333333333333333
121600,gdb 121600_xtb1_opt.log,C[NH2+]CCC(=O)C([O-])=O,5.420345015921514,-6.3637639443419385,-0.9434189284204245,-827.3256013010154,-835.3993361146457,8.080508790215225,-0.4783034515304952,8.616,2.710172507960757,3.6535914363811814,2.4627086181392244,131.131,-3.111299999999999,73.81,3,1,4,0,9,0.4102869721609095,0.6
122806,gdb 122806_xtb1_opt.log,OCCNCC(=O)C=O,3.3575378367149953,-6.035122899141895,-2.6775850624268993,-826.0659010039795,-834.0842385495632,8.020446313576372,-0.38571259680731806,4.025,1.6787689183574976,4.356353980784397,5.652302648200059,131.131,-1.6636999999999993,66.4,4,2,5,0,9,0.26597909430800115,0.6
123519,gdb 123519_xtb1_opt.log,C1=NC=C2N=CN=NN12,3.8265847154462462,-6.661400502023565,-2.834815786577319,-671.1847942266437,-679.5876849662723,8.402976576449209,-0.2981524241081786,0.538,1.9132923577231231,4.748108144300442,5.891554121086041,121.10300000000001,-0.4807000000000001,55.97,5,0,0,2,9,0.47198815924435233,0.0
125054,gdb 125054_xtb1_opt.log,CC1=C(N)ON=NC1=N,4.106230915320932,-5.756744372929186,-1.6505134576082532,-742.994947395041,-751.6804543302311,8.68694999847452,-0.4173873412493802,5.889,2.053115457660466,3.7036289152687196,3.340500674434789,126.119,-0.5603100000000001,88.78999999999999,5,2,0,1,9,0.48724566502462363,0.25
125100,gdb 125100_xtb1_opt.log,CC1=C([N-]N=N1)[NH+]=CN,3.6341334546147817,-5.132598818152796,-1.4984653635380143,-726.6124425556756,-735.6722085787486,9.063565986734181,-0.9972256911428022,16.036,1.8170667273073908,3.315532090845405,3.0248622354433974,125.135,-2.558679999999999,79.87,2,2,1,1,9,0.3194524075039733,0.25
125276,gdb 125276_xtb1_opt.log,CC1=CC2=C(N1)ON=N2,5.348415801777848,-5.859302737702182,-0.510886935924334,-708.7209910546707,-717.3964922161437,8.675927079420406,-0.385251277390917,6.94,2.674207900888924,3.1850948368132577,1.8967914043112104,123.11500000000001,0.8593199999999999,54.71,3,1,0,2,9,0.5647903407275511,0.2
125284,gdb 125284_xtb1_opt.log,CC1=CC2=C(ON=N2)O1,5.452608793211737,-6.335930231501021,-0.8833214382892846,-725.6209506680909,-733.3567093939315,7.736050488933758,-0.32704718056397997,5.461,2.7263043966058684,3.609625834895153,2.389571517429156,124.099,1.1242199999999998,52.06,4,0,0,2,9,0.5277052338188282,0.2
125361,gdb 125361_xtb1_opt.log,CC1=CNC2=C1N=NO2,5.432424032262182,-5.991688803970843,-0.5592647717086606,-708.6600382374272,-717.3264811220251,8.666824859313511,-0.36792388950963734,5.92,2.716212016131091,3.2754767878397515,1.974946750099205,123.11500000000001,0.8593199999999999,54.71,3,1,0,2,9,0.5647903407275511,0.2
125389,gdb 125389_xtb1_opt.log,CC1=COC2=C1N=NO2,5.5569933279441255,-6.50997158709735,-0.9529782591532239,-725.5746168966075,-733.2883836441082,7.714101243436232,-0.317589616137287,4.614,2.7784966639720627,3.731474923125287,2.505654457401369,124.099,1.1242199999999998,52.06,4,0,0,2,9,0.5277052338188282,0.2
125619,gdb 125619_xtb1_opt.log,CC1=NNC(C[NH3+])=C1[O-],6.143604105713021,-5.238613962856918,0.9049901428561034,-765.2416785685728,-774.453690933763,9.212672317792519,-0.3573712789356048,5.144,3.0718020528565106,2.166811910000407,0.7642214199566666,127.14699999999999,-1.4663799999999991,79.38,2,2,1,1,9,0.48287263835839,0.4
125630,gdb 125630_xtb1_opt.log,CC1=N[N-]C(=N1)[NH+]=CN,3.4091393682704014,-4.908667945695558,-1.499528577425156,-727.4614794809211,-736.6854100968826,9.227915426649611,-0.9509022999595531,13.489,1.7045696841352007,3.204098261560357,3.0113892571492604,125.135,-2.55868,79.87,2,2,1,1,9,0.3194524075039732,0.25
12585,gdb 12585_xtb1_opt.log,NC1=NCC(=O)C1=O,3.1874674364744764,-6.295181259640658,-3.1077138231661814,-667.831471708298,-675.1438057436803,7.312760666186577,-0.38180487997594476,4.498,1.5937337182372382,4.70144754140342,6.9345364070655835,112.08799999999998,-1.5046,72.52,4,1,0,0,8,0.38724228561755214,0.25
126081,gdb 126081_xtb1_opt.log,CC1OC2=C(O1)N=NO2,5.150011170789794,-5.917788460787073,-0.7677772899972793,-777.9080914896409,-784.0434335893617,6.135729151645467,-0.31942523144788604,5.345,2.575005585394897,3.3427828753921762,2.1697423522872743,128.087,0.18679999999999997,57.38,5,0,0,1,9,0.49865217134950274,0.5
12617,gdb 12617_xtb1_opt.log,CC1C=CC(=O)C1=O,3.743995638452524,-6.360623258766263,-2.616627620313739,-652.9093871725166,-661.2503731843727,8.341426264952219,-0.3659973798974701,6.209,1.871997819226262,4.488625439540001,5.381351978501016,110.112,0.3305,34.14,2,0,0,0,8,0.4209603183387509,0.3333333333333333
12653,gdb 12653_xtb1_opt.log,CC1NCC(=O)C1=O,3.83303847271726,-6.528651700766997,-2.695613228049737,-688.5161065961115,-695.9953996961733,7.480153888665842,-0.3823822066194782,6.232,1.91651923635863,4.612132464408367,5.549583188548048,113.11599999999999,-0.8837000000000002,46.17,3,1,0,0,8,0.41466264462752483,0.6
12654,gdb 12654_xtb1_opt.log,CC1OCC(=O)C1=O,3.645083239218785,-6.554632696682113,-2.909549457463328,-705.7021813662255,-712.4920711179072,6.790164010343322,-0.32228429972199474,4.042,1.8225416196093924,4.73209107707272,6.143257778253225,114.09999999999998,-0.4567000000000001,43.370000000000005,3,0,0,0,8,0.40020163724110946,0.6
126880,gdb 126880_xtb1_opt.log,CCN=C1NN=CC=N1,3.7729317806467746,-5.843751297351003,-2.070819516704228,-719.5832531803457,-729.2912195205105,9.70828197942611,-0.3517904698715235,2.283,1.8864658903233873,3.9572854070276153,4.150646951265359,124.14699999999999,-0.2747000000000004,53.93,3,1,1,1,9,0.5596919805548974,0.4
127194,gdb 127194_xtb1_opt.log,CN1C(=N)NN=C1C=O,3.795697426173799,-5.725038852754252,-1.9293414265804525,-744.7824823515895,-753.5308252637204,8.748668380770727,-0.38475793229565863,0.861,1.8978487130868995,3.827190139667352,3.8589441466445082,126.11899999999999,-0.9598300000000002,74.53,4,2,1,1,9,0.4753938845534255,0.25
127324,gdb 127324_xtb1_opt.log,CN1C=CC2=C1ON=N2,5.452248138389839,-6.037761234543399,-0.58551309615356,-708.6966676076339,-717.232370021234,8.536118783480347,-0.3750990344973408,6.511,2.7261240691949196,3.311637165348479,2.0114529706925763,123.11500000000001,0.5612999999999999,43.85,4,0,0,2,9,0.5137502521209956,0.2
127485,gdb 127485_xtb1_opt.log,CN1N=C(N)C=NC1=N,3.38979797163676,-5.0980649271642795,-1.7082669555275194,-727.3506197373674,-736.7433007936733,9.393501768334419,-0.41350428413793705,5.417,1.69489898581838,3.4031659413458994,3.416586628832216,125.135,-1.12323,80.58000000000001,5,2,0,1,9,0.46037717468191536,0.25
127492,gdb 127492_xtb1_opt.log,CN1N=C(N)N=CC1=N,3.3597147637615987,-5.028748411065329,-1.66903364730373,-727.3674633710241,-736.7452306712931,9.378311684699794,-0.38773806013494205,3.224,1.6798573818807994,3.3488910291845295,3.3381021646004307,125.135,-1.12323,80.58000000000001,5,2,0,1,9,0.46037717468191536,0.25
127526,gdb 127526_xtb1_opt.log,CN1N=C(O)N=CC1=N,3.5943066105335113,-5.535797847903248,-1.9414912373697366,-744.6707413297205,-753.2656501518235,8.595201509158654,-0.3671443739685026,2.372,1.7971533052667557,3.738644542636492,3.888778707754962,126.11899999999999,-0.9998300000000002,74.78999999999999,5,2,0,1,9,0.4678586231523357,0.25
127543,gdb 127543_xtb1_opt.log,CN1N=C2ON=NC2=N1,5.519115494542507,-7.578967823348329,-2.059852328805822,-722.833950108792,-729.5977146909961,6.764094807938322,-0.4049294356311607,5.694,2.7595577472712534,4.819410076077075,4.20841229076663,125.09100000000001,-0.6487,69.63,6,0,0,2,9,0.4676041860196886,0.3333333333333333
127606,gdb 127606_xtb1_opt.log,CN1N=CC([O-])=C1C[NH3+],6.059144838085917,-5.250127325908454,0.809017512177463,-765.3324916982498,-774.4248889970864,9.093115810368772,-0.3785100231778887,6.171,3.0295724190429585,2.2205549068654955,0.8137887814482562,127.147,-1.7643999999999993,68.52,3,1,1,1,9,0.4850324556816247,0.4
127634,gdb 127634_xtb1_opt.log,CN1N=CC2=C1ON=N2,5.829467742000386,-6.95732591077971,-1.127858168779324,-715.6609732931424,-723.3651638981121,7.704491022535317,-0.3562641501981649,4.143,2.914733871000193,4.042592039779517,2.803437830583271,124.10300000000001,-0.04370000000000007,56.74,5,0,0,2,9,0.4939382373291386,0.25
127844,gdb 127844_xtb1_opt.log,CN=C1C=CN=NC=C1,3.424117154620935,-6.0767648584895655,-2.6526477038686305,-680.780276720796,-690.5471528306069,9.76714467639493,-0.3123487501294759,2.141,1.7120585773104675,4.364706281179098,5.563670885283498,121.14299999999999,0.007099999999999773,38.14,3,0,0,1,9,0.48450764908941524,0.16666666666666666
127879,gdb 127879_xtb1_opt.log,CN=C1N=CN=NC=N1,2.7602016541194216,-6.254380227002446,-3.494178572883024,-697.4702562507462,-706.537606118396,9.067819750407823,-0.346164032973055,2.894,1.3801008270597108,4.8742793999427345,8.607559390904624,123.119,-1.2029000000000005,63.92,5,0,0,1,9,0.43423696728228717,0.25
127913,gdb 127913_xtb1_opt.log,CN=C1NC(C=O)=NO1,3.8280956009794327,-6.33512099871761,-2.507025397738177,-761.108875723755,-769.1226947531106,8.014120186717268,-0.3576947024492272,0.191,1.9140478004897163,4.4210731982278935,5.10590389098123,127.10299999999998,-0.6543000000000003,71.25,4,1,1,1,9,0.509107819754875,0.25
127923,gdb 127923_xtb1_opt.log,CN=C1NN=C(C)C=N1,3.6870566783434384,-5.62275725689355,-1.9357005785501116,-719.8049164203479,-729.525864101958,9.72128125350113,-0.3639217597812152,3.533,1.8435283391717192,3.779228917721831,3.8737053586499117,124.14699999999999,-0.3563800000000006,53.93,3,1,0,1,9,0.5133206888314958,0.4
127926,gdb 127926_xtb1_opt.log,CN=C1NN=C(N)C=N1,3.2116861988733962,-4.990435763157233,-1.7787495642838371,-727.1411436738288,-736.5256676247035,9.38532067835224,-0.3989619216419095,5.119,1.6058430994366981,3.384592663720535,3.5668078355006307,125.135,-1.0826,79.95,4,2,0,1,9,0.4623791612551088,0.25
127927,gdb 127927_xtb1_opt.log,CN=C1NN=C(N)N=C1,3.169723609927341,-4.979393929245797,-1.8096703193184558,-727.1620952604438,-736.5143777467958,9.352709556102997,-0.3776673799695375,3.07,1.5848618049636705,3.3945321242821263,3.635284889412633,125.135,-1.0826,79.95,4,2,0,1,9,0.4623791612551088,0.25
127930,gdb 127930_xtb1_opt.log,CN=C1NN=C(N1)C=O,3.6979632972790144,-5.671400623830011,-1.9734373265509968,-744.6832032455079,-753.4497573275006,8.766905979337318,-0.3925547855614372,1.529,1.8489816486395072,3.8224189751905038,3.951063233279575,126.11899999999999,-0.9192000000000005,73.9,3,2,1,1,9,0.4774204034860428,0.25
127933,gdb 127933_xtb1_opt.log,CN=C1NN=C(O)N=C1,3.3951655184774427,-5.468716622927358,-2.0735511044499155,-744.4565218449912,-753.0222989337524,8.565993298352614,-0.3559551055890863,1.422,1.6975827592387214,3.771133863688637,4.18873558312903,126.11899999999999,-0.9592000000000005,74.16,4,2,0,1,9,0.46986289302440737,0.25
128187,gdb 128187_xtb1_opt.log,CNC1=CC(=N)ON=N1,4.06921783487047,-5.989181547759181,-1.9199637128887121,-742.9513495422143,-751.4913752803624,8.541239417013063,-0.44142071874797567,8.183,2.034608917435235,3.9545726303239466,3.843157413322667,126.11900000000001,-0.40923000000000015,74.80000000000001,5,2,1,1,9,0.5360467610149747,0.25
128307,gdb 128307_xtb1_opt.log,CNC1=NNC(=N)C=N1,3.5031945185136433,-5.075726945422381,-1.5725324269087375,-727.2069454812842,-736.6218499315975,9.41533379267767,-0.39270096129033116,4.485,1.7515972592568216,3.324129686165559,3.1542177038845765,125.13499999999999,-0.6741300000000006,77.45,4,3,1,1,9,0.46530352744388775,0.25
128308,gdb 128308_xtb1_opt.log,CNC1=NNC(=N)N=C1,3.480416069107248,-5.178719440317982,-1.698303371210734,-727.0157424935377,-736.381760000835,9.366913262668524,-0.43074432776949156,6.751,1.740208034553624,3.438511405764358,3.397111280032781,125.13499999999999,-0.6741300000000006,77.45,4,3,1,1,9,0.46530352744388775,0.25
128312,gdb 128312_xtb1_opt.log,CNC1=NNC(=O)C=N1,3.6695820978019293,-5.583917498900874,-1.9143354010989448,-745.098884782765,-753.7964768988514,8.69849538321518,-0.47184155890312185,6.332,1.8347910489009647,3.7491264499999093,3.830395059565066,126.11899999999999,-0.7934000000000003,70.67,4,2,1,1,9,0.5167872325621384,0.25
128392,gdb 128392_xtb1_opt.log,CNC=[NH+]C1=CC=N[N-]1,3.5132138900346472,-4.5955374997044975,-1.0823236096698505,-719.2597064416215,-729.1165419519826,9.860390895363597,-0.8371498297697195,14.389,1.7566069450173236,2.838930554687174,2.294060921595907,124.14699999999999,-2.0013999999999985,52.99,1,2,2,1,9,0.35392603405577266,0.2
128394,gdb 128394_xtb1_opt.log,CNC=[NH+]C1=CN=N[N-]1,3.7410337375143308,-5.141481810660452,-1.4004480731461215,-726.549571468101,-735.4709703581025,8.92552091072923,-1.012946633271762,17.025,1.8705168687571654,3.270964941903287,2.859961283928247,125.135,-2.606399999999999,65.88,2,2,2,1,9,0.3356501368097466,0.25
