smiles_key,SMILES,HOMO(eV),HOMO_xtb(eV),HOMO_DFT(eV),LUMO(eV),LUMO_xtb(eV),LUMO_DFT(eV),GAP(eV),GAP_xtb(eV),GAP_DFT(eV),Id,voc_pcbm(V),jsc_pcbm(A.m-2),pce_pcbm(%),voc_pcdtbt(V),jsc_pcdtbt(A.m-2),pce_pcdtbt(%),sas1(%),pce_pcbm_sas(%),pce_pcdtbt_sas(%),PC1,PC2,PC3,Cluster,PCA1,PCA2,PCA3,tSNE1,tSNE2,UMAP1,UMAP2,Subcluster
gdb 4611,NC1=COC(=O)C=N1,-5.883101657524,-10.4487,-5.668733965290747,-2.185074297406,-8.3828,-2.1304008462541653,3.698027360118,2.065949132664,3.538333119036582,4611,1.2831016575239997,1.2399969399499469,0.11489081192083597,3.014925702594,0.0,0.0,6.155090444782528,-6.040199632861691,-6.155090444782528,0.8613828284735697,-0.4013274539951959,-0.5640360543231431,0,-0.3455070934705305,-0.286675330153517,0.006902394023934266,0.87494224,-29.534502,-5.095988,9.771713,1.0
gdb 4613,OC1=CNC(=N)C=N1,-5.132067403372,-9.9581,-5.15254844524323,-1.608192913782,-7.6585,-1.3942890257065574,3.52387448959,2.299615320778,3.7582594195366728,4613,0.5320674033720001,2.124784918030066,0.08163666359556833,3.591807086218,0.0,0.0,7.238111695710184,-7.156475032114615,-7.238111695710184,-1.061024165690067,-0.26400454957969255,-0.07997919301140106,1,0.32406321759773504,-0.8233952754199033,-0.5329612901588658,-21.221018,-5.786496,5.463102,-2.2474108,
gdb 4618,OC1=COC(=N)C=N1,-5.820515469678,-10.6671,-5.8013992933875755,-2.057180783112,-8.3298,-1.9190859534522557,3.766055825168,2.337257592947,3.88231333993532,4618,1.220515469678,0.9976811543354851,0.0879303245606015,3.1428192168880003,0.0,0.0,6.789444446023222,-6.701514121462621,-6.789444446023222,-0.020181450855726955,-0.48749140690863607,-0.12294707708603651,1,-0.311921214675144,-0.3799447085483581,-0.02304120524072215,-0.20660216,-31.900597,-5.3388357,9.374062,
gdb 4807,[NH3+]CC1=CC([O-])=CO1,-5.159278789391999,-7.6339,-2.948215359641442,-2.968762214782,-5.1745,-0.9392641768244003,2.19051657461,2.459343889569,2.008951182817042,4807,0.5592787893919995,55.49629966284114,2.241279375638755,2.231237785218,0.0,0.0,7.568980935851734,-5.327701560212979,-7.568980935851734,0.6490821184170409,5.098847477092071,1.4082213031365804,2,3.275596786427531,3.79637222413029,-1.0063825764585854,-14.943564,15.131957,10.661676,3.1518528,
gdb 5034,[O-]C1=COC=CC1=[NH2+],-4.998731611874,-9.6853,-4.948787272980307,-1.287098558746,-7.429,-1.2711793365098303,3.711633053128,2.25628481443,3.677607936470477,5034,0.3987316118739999,1.1876064456533655,0.0341945453345002,3.912901441254,0.0,0.0,7.568153036722112,-7.533958491387612,-7.568153036722112,-1.6184982452625294,-0.35805180940390724,0.0909938978212282,1,0.3830447028693176,-1.007923502869298,-0.6215619464376694,-19.941654,-3.2109008,5.842726,-3.0091774,
gdb 6059,NC(=[NH2+])C#CC([O-])=O,-5.632756906139999,-10.0035,-5.515573042420028,-2.24493934665,-7.8995,-2.089993601549901,3.38781755949,2.104073126174,3.425579440870127,6059,1.0327569061399993,3.1783078175727946,0.23702692539617037,2.9550606533500003,0.0,0.0,7.037107715253992,-6.800080789857821,-7.037107715253992,-0.30107663350033775,-0.12898503386982257,0.11902776842351531,1,-0.003822149481363092,-0.19927359123998561,-0.25918899802436146,-24.985561,-11.017484,3.8944855,-1.5896865,
gdb 6273,CN(C)CC(=O)C=O,-6.079023636868,-9.884,-5.966908913072902,-2.40820766277,-9.1427,-2.649108283910418,3.670815974098,0.741289185328,3.317800629162484,6273,1.4790236368680005,1.351170627847177,0.14430750886654067,2.79179233723,0.0,0.0,7.172794274148249,-7.028486765281708,-7.172794274148249,-0.2770149462974002,-0.5052220461179274,0.33355879573185704,0,-0.49833248600594254,-0.10428020483373933,0.13722838717909425,27.66248,-7.793809,8.375991,14.2751255,1.0
gdb 6683,[O-]C(=O)CCNC=[NH2+],-4.138851813642,-10.7954,-6.137340412265838,-2.05445964451,-6.1326,0.0155932954713327,2.084392169132,4.662862775121,6.152933707737171,6683,0.0,67.39573210164117,0.0,3.14554035549,0.0,0.0,7.785839973324041,-7.785839973324041,-7.785839973324041,-2.7479426264514104,2.1543268654125005,-1.646242446585822,4,3.3241837819331765,-0.6226066017549104,1.3252625178157111,-9.712841,-4.68318,7.136511,0.21045625,
gdb 7902,CN1CC(=O)C(=O)C1,-5.790582945055999,-10.2754,-6.446840183882108,-2.552428008676,-8.8948,-2.7182127786087085,3.240876074982,1.380639200471,3.728627405273399,7902,1.1905829450559995,4.823186953291077,0.41466499256080014,2.6475719913240003,0.0,0.0,6.575456195726993,-6.160791203166193,-6.575456195726993,0.5889714438072997,0.20099931047124492,-0.00598767234618518,0,-0.0035585364094826146,0.2517189495443746,-0.265322217908776,25.840302,-5.5919485,9.0081415,14.165894,2.0
gdb 8721,O=CC(=O)C(=O)C#C,-6.99332620714,-11.3649,-6.826092989436996,-3.74156557775,-9.1151,-2.716269289310436,3.2490394907880003,2.249846314871,4.10982370012656,8721,2.3933262071400003,4.714998397640878,0.8148676279299746,1.45843442225,0.0,0.0,5.509770905137052,-4.694903277207078,-5.509770905137052,3.2131446767292937,0.5212440173123283,0.12088369411444205,3,-0.8844073190973945,1.7731078941366651,0.2747667989940456,19.51911,9.299619,12.147485,13.090534,
gdb 8723,O=CC(=O)C(=O)C=O,-6.949787989508001,-11.5756,-6.85539775080951,-4.274908743742,-9.5169,-2.893082129869044,2.674879245766,2.058642602369,3.9623156209404655,8723,2.349787989508001,0.0,0.0,0.9250912562579996,20.230635897526845,1.3514429877144982,4.99302321282936,-4.99302321282936,-3.641580225114862,2.91889036165848,-0.8856835520907173,-1.155565998578206,0,-1.3611712490835033,0.17305021256507042,0.9464611226938284,17.59084,15.089098,12.517084,12.904192,1.0
gdb 8779,CN=C(N)C(=O)C=O,-6.574270862432,-10.5157,-6.3680921903852115,-2.786445928448,-8.4843,-1.975189472840466,3.787824933984,2.031395736854,4.392902717544746,8779,1.974270862432,0.9298459552739311,0.13256270619569363,2.4135540715520003,0.0,0.0,6.7609869205337665,-6.6284242143380725,-6.7609869205337665,0.5630258154881028,-0.6695876739055441,0.20398982822966866,0,-0.9470383982550918,0.18849057190120513,0.5344639525654868,26.495514,1.4369627,9.8847,14.7734375,1.0
gdb 8786,CNC(=N)C(=O)C#N,-6.862711554243999,-10.8013,-7.064412328116652,-3.189174441544,-9.2903,-2.901256931616891,3.6735371127,1.511027912851,4.163155396499761,8786,2.2627115542439995,1.3396570401878067,0.21889026367495887,2.010825558456,0.0,0.0,6.684290230778057,-6.465399967103098,-6.684290230778057,0.9487120637360352,-0.6075803531043258,0.350187914046207,0,-1.1449876079475023,0.5399781084218953,0.6889263172786508,27.786572,5.026648,10.856871,15.018609,1.0
gdb 8792,CCC(=O)C(=O)C=O,-6.718491208338,-11.1713,-6.577405604292096,-3.077607758862,-9.1143,-2.4300919075016734,3.638162310874,2.056984165188,4.147313696790423,8792,2.1184912083380008,1.4965601013049,0.22894145986546735,2.1223922411380003,0.0,0.0,6.381922543734096,-6.152981083868629,-6.381922543734096,1.2513193326414787,-0.5110313476466987,0.06772370985860823,0,-1.0102990946390658,0.4674684886781656,0.5673563050580134,24.70675,4.5484295,10.797041,14.507807,1.0
gdb 8793,CNC(=N)C(=O)C=O,-6.40828140771,-10.6858,-6.504957321504449,-3.23815493638,-8.5899,-2.0142472297758354,3.17012647133,2.09591173234,4.490710091728614,8793,1.8082814077099998,5.857125957545052,0.7648111306327687,1.96184506362,0.0,0.0,7.0018244770948534,-6.237013346462085,-7.0018244770948534,0.8546318571736627,0.550030125438765,0.9597305121161381,3,-0.35469608312178774,1.314739151089424,-0.10485483456327681,21.81262,-0.29835752,9.981975,14.08644,
gdb 8794,CNC(=O)C(=O)C=O,-6.683116406512,-11.1187,-6.721428378081482,-3.232712659176,-9.0244,-2.4118126622368123,3.450403747336,2.094249605394,4.30961571584467,8794,2.0831164065120005,2.64609743317292,0.3980365836726362,1.9672873408240001,0.0,0.0,6.129783174326445,-5.731746590653809,-6.129783174326445,1.7411464483265977,-0.1664379560558552,0.03236227745327047,0,-0.8662950598117647,0.772702512715483,0.39796402150275495,21.396233,6.558241,11.420904,13.707121,0.0
gdb 8795,COC(=O)C(=O)C=O,-6.955230266711999,-11.4995,-6.890307138515256,-3.37421186648,-8.9504,-2.0081904950257603,3.57829726163,2.549071186867,4.882116643489496,8795,2.3552302667119998,1.8006726190219757,0.30624693695876504,1.82578813352,0.0,0.0,5.559985062734098,-5.2537381257753335,-5.559985062734098,2.545730022875237,-0.38477595855619257,-0.39193582475020533,0,-1.1714381305015267,0.7676577960622866,0.6861910499331743,20.14876,6.657673,11.55476,13.611889,1.0
gdb 8796,OCC(=O)C(=O)C=O,-6.742981455756,-11.1877,-6.511184263665487,-3.548364737008,-9.4795,-2.6242811012662557,3.194616718748,1.708198712005,3.886903162399231,8796,2.1429814557560007,5.478945850742004,0.8478500308356923,1.6516352629920001,0.0,0.0,5.959661455307042,-5.11181142447135,-5.959661455307042,2.5070609172327454,0.6464942429643161,0.3920514639887361,3,-0.6249623259802957,1.6814959035254433,0.0638056552780369,19.926285,9.098317,12.017098,13.198158,
gdb 9986,[NH2+]=CN[C-](C#N)C#N,-5.121182848964,-9.2691,-4.951322226781084,-1.439482320458,-6.965,-1.3244573780115971,3.681700528506,2.304034246566,3.626864848769487,9986,0.5211828489639998,1.3056519185656532,0.04913841523727323,3.7605176795420006,0.0,0.0,7.4199400229462995,-7.370801607709026,-7.4199400229462995,-1.332211588527365,-0.3581080668434407,0.03874431612624855,1,0.2880568215019741,-0.8998354752672276,-0.5348150561129765,-19.15168,-3.7056916,5.886706,-2.9133666,
gdb 10016,NC=[NH+][C-](C#N)C#N,-5.121182848964,-9.2693,-4.951548046455759,-1.439482320458,-6.9653,-1.3247778101795316,3.681700528506,2.303940858969,3.6267702362762275,10016,0.5211828489639998,1.3056519185656532,0.04913841523727323,3.7605176795420006,0.0,0.0,7.446155407561684,-7.397016992324411,-7.446155407561684,-1.3657134509999673,-0.3603989788623529,0.05906240864778285,1,0.2880568215019741,-0.8998354752672276,-0.5348150561129765,-19.162745,-3.6472385,5.8287134,-2.8684928,
gdb 10785,[NH2+]=C1O[CH-]C(=O)C=C1,-4.854511265968,-9.6436,-4.623276872726303,-1.831326279146,-7.7371,-1.6584378026100386,3.023184986822,1.906427743144,2.964839070116265,10785,0.2545112659680003,8.64819132164344,0.1589409919663093,3.368673720854,0.0,0.0,7.580337652106728,-7.421396660140418,-7.580337652106728,-1.6426494967034937,0.1633491257150826,0.0017789091350021793,1,0.8519699092467521,-0.788348219053409,-0.6187934066690836,-18.891756,4.1396995,10.727574,1.1127932,
gdb 12585,NC1=NCC(=O)C1=O,-6.307599279436,-10.3527,-6.295181259640658,-3.08849231327,-9.5049,-3.1077138231661814,3.216385827564,0.847772484078,3.1874674364744764,12585,1.7075992794360004,5.1611088454955745,0.6364035597948641,2.11150768673,0.0,0.0,5.842733869100145,-5.20633030930528,-5.842733869100145,2.123651084064047,0.455711271333151,-0.11439736623771993,3,-0.3470123113085783,1.002631870243936,-0.0730055184361139,23.227428,11.488687,12.251189,13.566645,
gdb 12617,CC1C=CC(=O)C1=O,-6.31304155664,-10.7936,-6.360623258766263,-2.54426459287,-9.204,-2.616627620313739,3.76877696377,1.589604712263,3.743995638452524,12617,1.7130415566400001,0.9889601964351334,0.12233488844523788,2.6557354071300003,0.0,0.0,7.009456959778918,-6.88712207133368,-7.009456959778918,0.06188790600401064,-0.6177019961141604,0.2810024590478049,0,-0.7234095837951612,0.001653638542515562,0.33688196937157533,30.02998,-0.6368004,8.9342575,14.767397,1.0
gdb 12653,CC1NCC(=O)C1=O,-5.91847645935,-10.4787,-6.528651700766997,-2.514332068248,-8.9035,-2.695613228049737,3.404144391102,1.57513131302,3.83303847271726,12653,1.31847645935,3.0309150939909215,0.2885690633227513,2.685667931752,0.0,0.0,7.219882343569429,-6.931313280246678,-7.219882343569429,-0.2853418499787444,-0.16453130594314255,0.4377892308006853,0,-0.2354149823465442,0.07955779583493423,-0.08874533360281373,26.98431,-5.9403043,8.7019615,14.17867,0.0
gdb 12654,CC1OCC(=O)C1=O,-6.457261902546,-11.1072,-6.554632696682113,-2.791888205652,-9.3428,-2.909549457463328,3.662652558292,1.764410404511,3.645083239218785,12654,1.8572619025459998,1.3862557704463547,0.18591744242452313,2.408111794348,0.0,0.0,6.83057279688299,-6.644655354458466,-6.83057279688299,0.4569186273979988,-0.5349157795901797,0.26478744520418457,0,-0.8065684435354172,0.21758000763722798,0.39890564890188723,29.610771,0.57138366,9.456255,14.912441,1.0
gdb 13588,CN1CC1C(=O)C=O,-6.487194427168,-10.5508,-6.405204731523721,-2.73474429501,-9.2678,-2.806256814121534,3.752450132158,1.282940336064,3.598947917402187,13588,1.8871944271680003,1.0423540045065862,0.1420481244279661,2.46525570499,0.0,0.0,7.586062548415757,-7.444014423987792,-7.586062548415757,-0.5380746653789775,-0.6932734475681357,0.818062550418513,0,-0.8636391218225152,0.15128133107969755,0.45803240452184624,32.616253,-3.228398,8.146832,15.02846,1.0
gdb 16607,O=C1CN2CC2C1=O,-6.378348883088,-10.7725,-6.379217004145824,-2.590523949104,-9.086,-2.688867849616944,3.785103795382,1.686473128467,3.69034915452888,16607,1.778348883088,0.9380872659757545,0.12046581588195514,2.609476050896,0.0,0.0,6.881670621928359,-6.761204806046404,-6.881670621928359,0.26615033473627037,-0.6332894680574694,0.2064580468429086,0,-0.7825238806094621,0.03971260670878619,0.38976293451290356,29.753641,-0.3390179,9.216422,14.789792,1.0
gdb 20482,C1OC2=C(O1)N=NO2,-6.17698462654,-11.2682,-6.057502755379054,-2.487120682228,-8.1367,-0.891718726113975,3.689863944312,3.131505197448,5.165784029265079,20482,1.5769846265400005,1.2724373410738619,0.1448996992896606,2.7128793177720003,0.0,0.0,5.588287498543646,-5.443387799253985,-5.588287498543646,1.8133803516539837,-0.40159203413931854,-0.8536114784986163,0,-0.5857309607024349,-0.040876192750081024,0.2128605060638835,2.3686118,-5.3087406,6.8982058,2.8890555,1.0
gdb 21134,CN=C1NN=CC=N1,-5.869495964514,-9.9757,-5.835471963161028,-2.097997862142,-8.3115,-2.068132647027838,3.771498102372,1.664208027858,3.7673393161331905,21134,1.269495964514,0.9803092538672686,0.08986654519222034,3.1020021378580003,0.0,0.0,7.122130585692139,-7.032264040499919,-7.122130585692139,-0.41083624065243746,-0.5305675398681442,0.15675216479015378,0,-0.3540921195044105,-0.3449452935752878,0.013773805815488623,-0.019951439,-32.69737,-5.4023004,9.428717,1.0
gdb 21364,N1C=CC2=C1ON=N2,-5.48309428303,-10.9361,-6.142088460202283,-1.844931972156,-7.4514,-0.6547885993073254,3.638162310874,3.48472697837,5.487299860894957,21364,0.8830942830299999,1.4965601013049,0.09543437969438082,3.355068027844,0.0,0.0,6.167708028604922,-6.072273648910541,-6.167708028604922,0.5582365417160862,-0.2896001404376208,-0.7400672371296011,1,0.0019428437401370598,-0.5780854373686269,-0.28601626460034085,1.1325347,-5.3632903,7.018883,2.716204,
gdb 21398,N=C1N=CN=NC=N1,-6.783798534786,-10.3846,-6.293762799067996,-3.542922459804,-10.025,-4.025525053541373,3.23815493638,0.35963726874,2.2682377455266227,21398,2.1837985347860007,4.859737039755399,0.766353172563458,1.6570775401959998,0.0,0.0,6.308168028604922,-5.541814856041464,-6.308168028604922,1.997008314541016,0.4501920923169746,0.5959568887855993,3,-0.7174463497861656,1.5490094304795778,0.16239557341029187,22.47725,13.555381,12.831105,13.312494,
gdb 21644,NC1=NNC(=N)C=N1,-5.376969877552,-9.8357,-5.152813093791096,-1.893912466992,-7.8988,-1.6279018543811015,3.48305741056,1.936943947191,3.5249112394099944,21644,0.776969877552,2.4016084477171775,0.13474417621241042,3.306087533008,0.0,0.0,7.005761016977152,-6.871016840764741,-7.005761016977152,-0.5431681501327978,-0.23139002847401405,-0.10792261268654618,1,0.14505159068206575,-0.563423506655131,-0.38276271660975875,-22.84588,-8.552841,4.5355983,-1.879587,
gdb 21645,NC1=NNC(=N)N=C1,-5.48309428303,-9.8983,-5.302403695929965,-1.937450684624,-8.0265,-1.775624878180146,3.545643598406,1.871752025826,3.526778817749819,21645,0.8830942830299999,1.9892761822061256,0.1268544700103359,3.262549315376,0.0,0.0,6.978027985302943,-6.851173515292607,-6.978027985302943,-0.4441804640503656,-0.29234509664359404,-0.08693955298464406,1,0.034035309204778305,-0.5141554444292201,-0.3027881125735713,-23.229385,-9.266258,4.1843076,-1.6734138,
gdb 21703,NC=[NH+]C1=CN=N[N-]1,-5.461325174213999,-9.0679,-5.313881410807112,-1.771461229902,-7.4502,-1.565363239727204,3.689863944312,1.61772502943,3.7485181710799083,21703,0.8613251742139993,1.2724373410738619,0.07914202626569314,3.428538770098,0.0,0.0,7.910696763583486,-7.831554737317793,-7.910696763583486,-1.7008987774381605,-0.46874785527870594,0.5885278146703384,1,0.005323728942806522,-0.6249313385483712,-0.2937989135646573,-21.67224,-1.8529961,5.702654,-3.3443723,
gdb 21706,NC=[NH+]C1=NC=N[N-]1,-5.216422700034,-9.285,-5.194868089915442,-1.594587220772,-7.4891,-1.5133497661506787,3.621835479262,1.795932966916,3.681518323764763,21706,0.6164227000340003,1.5744810151382431,0.07008412747936645,3.605412779228,0.0,0.0,7.857055134624211,-7.786971007144845,-7.857055134624211,-1.8058978198942433,-0.38508652063563953,0.43288384365828686,1,0.22491497189812476,-0.7964695093161059,-0.4712827418008932,-21.330992,-1.8893969,5.761002,-3.3022106,
gdb 21741,O1C=CC2=C1ON=N2,-6.049091112246,-11.7045,-6.685932089187232,-2.253102762456,-8.0625,-1.0738541479359345,3.79598834979,3.642034839709,5.6120779412512976,21741,1.449091112246,0.9055194410888519,0.09475389924461114,2.9468972375440003,0.0,0.0,5.6581957403018865,-5.5634418410572755,-5.6581957403018865,1.5839672781523337,-0.45790104864924946,-0.9001122709596177,0,-0.510047720670582,-0.2208633986539527,0.15073837979952298,2.2777293,-5.3385963,6.9292107,2.9414368,1.0
gdb 21769,O=C1C=CN=NC=C1,-6.685837545114,-10.8459,-6.550002160935991,-3.202780134554,-9.3675,-3.152333808771265,3.48305741056,1.47843391191,3.3976683521647257,21769,2.0858375451140008,2.4016084477171775,0.36173147743490536,1.9972198654459998,0.0,0.0,6.427368360415282,-6.065636882980376,-6.427368360415282,1.321653270764539,-0.2599767844844929,0.22668143347952796,0,-0.8929158043763378,0.7040514759342119,0.430484793415487,26.933432,7.1034646,11.176552,14.841749,0.0
gdb 21770,O=C1N=CN=NC=N1,-6.97972051413,-10.7867,-6.451046704268514,-3.771498102372,-10.4498,-4.266574686468386,3.208222411758,0.336841376999,2.184472017800128,21770,2.3797205141300006,5.27832855378813,0.9070390677564872,1.428501897628,0.0,0.0,5.430100135906281,-4.523061068149794,-5.430100135906281,3.4105608754709507,0.69978188900662,0.1502247746827733,3,-0.8133060210324539,1.9424706982179114,0.18487377804866884,21.427134,13.617676,12.791787,13.252106,
gdb 21783,O=CC1=CN=NC=N1,-6.930740019293999,-10.4615,-6.700527492014292,-3.159241916922,-9.431,-3.1000826903421075,3.771498102372,1.030451409874,3.600444801672184,21783,2.3307400192939998,0.9803092538672686,0.1649911138988035,2.0407580830780003,0.0,0.0,6.015120230196434,-5.85012911629763,-6.015120230196434,1.7875424548332364,-0.670694372844823,-0.19754931372265788,0,-1.2395832449146214,0.4793383181611912,0.7888771330684273,25.836618,8.03849,11.280206,14.723683,1.0
gdb 21891,OC1=NNC(=N)C=N1,-5.812352053872,-10.3062,-5.790280129417255,-2.14969949558,-8.3518,-1.9555486520924679,3.662652558292,1.954447378918,3.834731477324787,21891,1.212352053872,1.3862557704463547,0.12136004774825634,3.05030050442,0.0,0.0,6.9274992537155295,-6.806139205967273,-6.9274992537155295,-0.1655779362773173,-0.42942015810413725,0.011073852791967286,1,-0.2760811828451692,-0.31863411440088374,-0.05203464864578931,-0.009159353,-32.11136,-5.3370767,9.416352,
gdb 22001,ON=C1C=CC=CC=C1,-5.23819180885,-10.2411,-5.77459971107318,-1.806836031728,-7.1855,-0.6439726558471064,3.431355777122,3.05560922054,5.130627055226074,22001,0.63819180885,2.7988726521847616,0.1289846363382807,3.3931639682720003,0.0,0.0,7.501634779288295,-7.372650142950015,-7.501634779288295,-1.2778332701713364,-0.22259214912052017,0.20516992009181093,1,0.27815030159916515,-0.6593872387113078,-0.4750496033956115,-14.383316,-8.094366,6.4607716,-1.0379083,
gdb 22029,ON=C1C=CN=NC=C1,-6.220522844172,-10.1953,-5.899450103883218,-2.658552414154,-8.9276,-2.5692579174987302,3.5619704300179995,1.267751204759,3.330192186384488,22029,1.6205228441719999,1.8928425685778665,0.2214997656425619,2.5414475858460004,0.0,0.0,6.933989109600662,-6.712489343958101,-6.933989109600662,0.20773343274918063,-0.38936002473010667,0.2824948087221038,0,-0.567964997375206,0.13684737339807063,0.1874678743100619,2.8353903,-34.041332,-6.1264133,9.674986,0.0
gdb 22054,CC(=N[O-])C#CC(N)=[NH2+],-4.759271414898,-8.3229,-4.11628796776584,-1.7796246457079998,-7.533,-1.4822203558759095,2.97964676919,0.789842339445,2.63406761188993,22054,0.15927141489800062,9.672270448366525,0.11124228185075544,3.420375354292,0.0,0.0,7.742888475348332,-7.631646193497577,-7.742888475348332,-1.9777307548743535,0.14338349017807722,0.006825057188844618,1,0.9553143904848427,-0.9278835786719029,-0.6103232805181595,-19.764786,6.3705997,10.909565,1.2830316,
gdb 22209,NC(=[NH2+])C(CC#C)=N[O-],-4.930703146824,-8.664,-4.577508630225739,-1.18369529187,-7.2727,-0.8804543701694555,3.749728993556,1.391300810479,3.6970542600562837,22209,0.33070314682400054,1.0515057967566983,0.025110399243299726,4.01630470813,0.0,0.0,7.827554244579101,-7.802443845335802,-7.827554244579101,-2.0041612449606614,-0.3773450472746183,0.2581310242692498,1,0.43271971833019085,-1.070184880470501,-0.671300929569075,-19.53107,-0.8944392,5.7693663,-3.3123667,
