smiles_key,SMILES,HOMO(eV),HOMO_xtb(eV),HOMO_DFT(eV),LUMO(eV),LUMO_xtb(eV),LUMO_DFT(eV),GAP(eV),GAP_xtb(eV),GAP_DFT(eV),Id,voc_pcbm(V),jsc_pcbm(A.m-2),pce_pcbm(%),voc_pcdtbt(V),jsc_pcdtbt(A.m-2),pce_pcdtbt(%),sas1(%),pce_pcbm_sas(%),pce_pcdtbt_sas(%),PCA11,PCA21,PCA31,tSNE11,tSNE21,Cluster1,PCA1,PCA2,PCA3,tSNE1,tSNE2,Cluster
gdb 4611,NC1=COC(=O)C=N1,-5.883101657524,-10.4487,-5.668733965290747,-2.185074297406,-8.3828,-2.1304008462541653,3.698027360118,2.065949132664,3.538333119036582,4611,1.2831016575239997,1.2399969399499469,0.11489081192083597,3.014925702594,0.0,0.0,6.155090444782528,-6.040199632861691,-6.155090444782528,1.6153396338682762,0.03785626748985735,0.8547531938236699,33.621014,6.8733597,0,1.8182934006478702,0.7592789287150458,0.7402392238676133,32.73116,-1.4329474,0
gdb 4613,OC1=CNC(=N)C=N1,-5.132067403372,-9.9581,-5.15254844524323,-1.608192913782,-7.6585,-1.3942890257065574,3.52387448959,2.299615320778,3.7582594195366728,4613,0.5320674033720001,2.124784918030066,0.08163666359556833,3.591807086218,0.0,0.0,7.238111695710184,-7.156475032114615,-7.238111695710184,-2.910911963917963,-0.8687461419613383,1.0744784633016184,-30.206993,-10.84664,3,-3.290140580549707,-0.881638772071951,0.8844497273140016,-29.77091,-6.5888214,1
gdb 4618,OC1=COC(=N)C=N1,-5.820515469678,-10.6671,-5.8013992933875755,-2.057180783112,-8.3298,-1.9190859534522557,3.766055825168,2.337257592947,3.88231333993532,4618,1.220515469678,0.9976811543354851,0.0879303245606015,3.1428192168880003,0.0,0.0,6.789444446023222,-6.701514121462621,-6.789444446023222,0.892984419889049,0.2439894305330457,1.56832985700364,32.825924,8.271104,0,1.129313909853109,1.1049635784456433,1.4341520750187386,32.674152,0.29160163,0
gdb 4807,[NH3+]CC1=CC([O-])=CO1,-5.159278789391999,-7.6339,-2.948215359641442,-2.968762214782,-5.1745,-0.9392641768244003,2.19051657461,2.459343889569,2.008951182817042,4807,0.5592787893919995,55.49629966284114,2.241279375638755,2.231237785218,0.0,0.0,7.568980935851734,-5.327701560212979,-7.568980935851734,-4.106610984639527,-3.5273018815750525,-7.714811008270995,-7.332448,-9.101336,1,-3.505443842475066,-4.001643349433803,-7.479094321100876,-5.2498956,-4.9381356,2
gdb 5034,[O-]C1=COC=CC1=[NH2+],-4.998731611874,-9.6853,-4.948787272980307,-1.287098558746,-7.429,-1.2711793365098303,3.711633053128,2.25628481443,3.677607936470477,5034,0.3987316118739999,1.1876064456533655,0.0341945453345002,3.912901441254,0.0,0.0,7.568153036722112,-7.533958491387612,-7.568153036722112,-3.7923982002269407,-1.104485705765202,1.7952160534645205,-27.82803,-9.803797,3,-4.0954608251086775,-1.0120771314449792,1.6255396029954219,-27.474415,-5.349485,1
gdb 6059,NC(=[NH2+])C#CC([O-])=O,-5.632756906139999,-10.0035,-5.515573042420028,-2.24493934665,-7.8995,-2.089993601549901,3.38781755949,2.104073126174,3.425579440870127,6059,1.0327569061399993,3.1783078175727946,0.23702692539617037,2.9550606533500003,0.0,0.0,7.037107715253992,-6.800080789857821,-7.037107715253992,-1.2171947722192726,-1.661979372534531,0.390481840187908,-34.421387,-17.315874,3,-1.7369408285705679,-1.8354874041776907,0.22668911496597818,-31.438334,-12.718402,1
gdb 6273,CN(C)CC(=O)C=O,-6.079023636868,-9.884,-5.966908913072902,-2.40820766277,-9.1427,-2.649108283910418,3.670815974098,0.741289185328,3.317800629162484,6273,1.4790236368680005,1.351170627847177,0.14430750886654067,2.79179233723,0.0,0.0,7.172794274148249,-7.028486765281708,-7.172794274148249,1.514212848787846,-1.6983088256233643,1.7170135026892013,28.662046,11.176351,0,1.6794998298431196,-0.7885614412413249,1.9579231133753707,30.96038,5.000066,0
gdb 6683,[O-]C(=O)CCNC=[NH2+],-4.138851813642,-10.7954,-6.137340412265838,-2.05445964451,-6.1326,0.0155932954713327,2.084392169132,4.662862775121,6.152933707737171,6683,0.0,67.39573210164117,0.0,3.14554035549,0.0,0.0,7.785839973324041,-7.785839973324041,-7.785839973324041,-6.012767820352291,4.786286396394633,-4.152042247707531,-17.774197,23.399334,2,-5.578045884607098,4.694018325554549,-4.429536270244923,-11.08345,31.41351,3
gdb 7902,CN1CC(=O)C(=O)C1,-5.790582945055999,-10.2754,-6.446840183882108,-2.552428008676,-8.8948,-2.7182127786087085,3.240876074982,1.380639200471,3.728627405273399,7902,1.1905829450559995,4.823186953291077,0.41466499256080014,2.6475719913240003,0.0,0.0,6.575456195726993,-6.160791203166193,-6.575456195726993,2.231852177219178,-1.0825911013916225,-0.06956864473398615,34.19947,3.5186987,0,2.3872289053258657,-0.5228417738339642,-0.027933137472968567,31.469793,-4.728109,0
gdb 8721,O=CC(=O)C(=O)C#C,-6.99332620714,-11.3649,-6.826092989436996,-3.74156557775,-9.1151,-2.716269289310436,3.2490394907880003,2.249846314871,4.10982370012656,8721,2.3933262071400003,4.714998397640878,0.8148676279299746,1.45843442225,0.0,0.0,5.509770905137052,-4.694903277207078,-5.509770905137052,5.852803205523855,0.8847482684805618,-1.909918297050848,23.030518,-11.970011,0,5.699869127360777,0.17342861660408776,-2.061467857419549,12.1409445,-11.552685,0
gdb 8723,O=CC(=O)C(=O)C=O,-6.949787989508001,-11.5756,-6.85539775080951,-4.274908743742,-9.5169,-2.893082129869044,2.674879245766,2.058642602369,3.9623156209404655,8723,2.349787989508001,0.0,0.0,0.9250912562579996,20.230635897526845,1.3514429877144982,4.99302321282936,-4.99302321282936,-3.641580225114862,9.137661414584556,3.6109020924702184,-19.358849694483773,21.528437,-15.835521,1,8.363802913780075,0.965981109130331,-19.952587736772877,12.119076,-18.677977,2
gdb 8779,CN=C(N)C(=O)C=O,-6.574270862432,-10.5157,-6.3680921903852115,-2.786445928448,-8.4843,-1.975189472840466,3.787824933984,2.031395736854,4.392902717544746,8779,1.974270862432,0.9298459552739311,0.13256270619569363,2.4135540715520003,0.0,0.0,6.7609869205337665,-6.6284242143380725,-6.7609869205337665,2.4578438085926164,0.6523140177256269,1.357244749508965,29.449968,5.8834615,0,2.6043419760234157,1.1710301214416712,1.257442834488722,28.872349,-0.13296822,0
gdb 8786,CNC(=N)C(=O)C#N,-6.862711554243999,-10.8013,-7.064412328116652,-3.189174441544,-9.2903,-2.901256931616891,3.6735371127,1.511027912851,4.163155396499761,8786,2.2627115542439995,1.3396570401878067,0.21889026367495887,2.010825558456,0.0,0.0,6.684290230778057,-6.465399967103098,-6.684290230778057,4.1091805394064576,0.09642855669552125,1.073413851801361,23.748758,-2.7619264,0,4.121561837496984,-0.07953661438243415,1.090207213301014,19.14537,-6.4926605,0
gdb 8792,CCC(=O)C(=O)C=O,-6.718491208338,-11.1713,-6.577405604292096,-3.077607758862,-9.1143,-2.4300919075016734,3.638162310874,2.056984165188,4.147313696790423,8792,2.1184912083380008,1.4965601013049,0.22894145986546735,2.1223922411380003,0.0,0.0,6.381922543734096,-6.152981083868629,-6.381922543734096,3.982689308949065,0.5156125560080919,0.6382062045775884,26.284342,-8.803136,0,3.9741322752506076,0.10052699320323309,0.49496481538141746,15.316101,-8.085196,0
gdb 8793,CNC(=N)C(=O)C=O,-6.40828140771,-10.6858,-6.504957321504449,-3.23815493638,-8.5899,-2.0142472297758354,3.17012647133,2.09591173234,4.490710091728614,8793,1.8082814077099998,5.857125957545052,0.7648111306327687,1.96184506362,0.0,0.0,7.0018244770948534,-6.237013346462085,-7.0018244770948534,2.7834467823545435,-0.5498592307411732,-0.8256576922400739,11.050584,-10.783624,0,2.6343407989699137,-0.5196506641461515,-0.9175257197187009,9.36755,-7.225845,0
gdb 8794,CNC(=O)C(=O)C=O,-6.683116406512,-11.1187,-6.721428378081482,-3.232712659176,-9.0244,-2.4118126622368123,3.450403747336,2.094249605394,4.30961571584467,8794,2.0831164065120005,2.64609743317292,0.3980365836726362,1.9672873408240001,0.0,0.0,6.129783174326445,-5.731746590653809,-6.129783174326445,4.302814895338293,0.6991045358414181,-0.2497647857396117,25.445684,-9.541935,0,4.262820913730256,0.19845645142578006,-0.4088087477733104,14.414805,-8.9974375,0
gdb 8795,COC(=O)C(=O)C=O,-6.955230266711999,-11.4995,-6.890307138515256,-3.37421186648,-8.9504,-2.0081904950257603,3.57829726163,2.549071186867,4.882116643489496,8795,2.3552302667119998,1.8006726190219757,0.30624693695876504,1.82578813352,0.0,0.0,5.559985062734098,-5.2537381257753335,-5.559985062734098,5.0732220687472465,2.105790031970551,-0.3568664463205518,25.56929,-10.779746,0,5.0305860439544885,1.4565535981149105,-0.703881396823556,13.388581,-8.750561,0
gdb 8796,OCC(=O)C(=O)C=O,-6.742981455756,-11.1877,-6.511184263665487,-3.548364737008,-9.4795,-2.6242811012662557,3.194616718748,1.708198712005,3.886903162399231,8796,2.1429814557560007,5.478945850742004,0.8478500308356923,1.6516352629920001,0.0,0.0,5.959661455307042,-5.11181142447135,-5.959661455307042,5.133355283733415,-0.1297201924329855,-1.6294881674897335,22.873781,-11.661951,0,4.970307417573165,-0.7395534560071829,-1.6604721030059435,12.116899,-11.6640625,0
gdb 9986,[NH2+]=CN[C-](C#N)C#N,-5.121182848964,-9.2691,-4.951322226781084,-1.439482320458,-6.965,-1.3244573780115971,3.681700528506,2.304034246566,3.626864848769487,9986,0.5211828489639998,1.3056519185656532,0.04913841523727323,3.7605176795420006,0.0,0.0,7.4199400229462995,-7.370801607709026,-7.4199400229462995,-3.709688386127374,-1.029482265779077,1.421313277170613,-28.246927,-9.142381,3,-4.02665284997009,-0.9630552434291156,1.2616546067117134,-27.910336,-4.701657,1
gdb 10016,NC=[NH+][C-](C#N)C#N,-5.121182848964,-9.2693,-4.951548046455759,-1.439482320458,-6.9653,-1.3247778101795316,3.681700528506,2.303940858969,3.6267702362762275,10016,0.5211828489639998,1.3056519185656532,0.04913841523727323,3.7605176795420006,0.0,0.0,7.446155407561684,-7.397016992324411,-7.446155407561684,-3.7306099527710943,-1.04199906701452,1.440857519583357,-28.200802,-9.089276,3,-4.045612957319979,-0.9734913845934196,1.2844289552318024,-27.864897,-4.649107,1
gdb 10785,[NH2+]=C1O[CH-]C(=O)C=C1,-4.854511265968,-9.6436,-4.623276872726303,-1.831326279146,-7.7371,-1.6584378026100386,3.023184986822,1.906427743144,2.964839070116265,10785,0.2545112659680003,8.64819132164344,0.1589409919663093,3.368673720854,0.0,0.0,7.580337652106728,-7.421396660140418,-7.580337652106728,-3.573142907107294,-1.8660899373573574,-0.23059401017262102,-14.636352,-4.8054233,3,-3.4761400859847096,-2.0902428080628592,-0.08631897402153019,-15.567529,-1.6080015,1
gdb 12585,NC1=NCC(=O)C1=O,-6.307599279436,-10.3527,-6.295181259640658,-3.08849231327,-9.5049,-3.1077138231661814,3.216385827564,0.847772484078,3.1874674364744764,12585,1.7075992794360004,5.1611088454955745,0.6364035597948641,2.11150768673,0.0,0.0,5.842733869100145,-5.20633030930528,-5.842733869100145,4.379467568288964,-1.5868720759143178,-1.2091833154278369,18.360786,-11.57126,0,4.085018899824814,-2.0870284235061907,-1.0963674681376694,10.597731,-13.050288,0
gdb 12617,CC1C=CC(=O)C1=O,-6.31304155664,-10.7936,-6.360623258766263,-2.54426459287,-9.204,-2.616627620313739,3.76877696377,1.589604712263,3.743995638452524,12617,1.7130415566400001,0.9889601964351334,0.12233488844523788,2.6557354071300003,0.0,0.0,7.009456959778918,-6.88712207133368,-7.009456959778918,2.357502156874287,-0.33091235330341284,1.7853571771043388,26.830656,5.593373,0,2.462136210082532,0.1646720621235886,1.8453819724238834,26.666567,0.94232064,0
gdb 12653,CC1NCC(=O)C1=O,-5.91847645935,-10.4787,-6.528651700766997,-2.514332068248,-8.9035,-2.695613228049737,3.404144391102,1.57513131302,3.83303847271726,12653,1.31847645935,3.0309150939909215,0.2885690633227513,2.685667931752,0.0,0.0,7.219882343569429,-6.931313280246678,-7.219882343569429,1.6480451813631474,-0.7017089594259128,0.9475164187519333,27.93262,8.719647,0,1.7895420438772263,-0.007481205804016335,1.0657873787190975,29.064463,3.1934721,0
gdb 12654,CC1OCC(=O)C1=O,-6.457261902546,-11.1072,-6.554632696682113,-2.791888205652,-9.3428,-2.909549457463328,3.662652558292,1.764410404511,3.645083239218785,12654,1.8572619025459998,1.3862557704463547,0.18591744242452313,2.408111794348,0.0,0.0,6.83057279688299,-6.644655354458466,-6.83057279688299,3.133609097677602,-0.2198642544514142,1.3197827347674866,26.78381,3.5493205,0,3.2289998822562547,0.10578057324188962,1.3700656013186046,25.785906,-1.2885491,0
gdb 13588,CN1CC1C(=O)C=O,-6.487194427168,-10.5508,-6.405204731523721,-2.73474429501,-9.2678,-2.806256814121534,3.752450132158,1.282940336064,3.598947917402187,13588,1.8871944271680003,1.0423540045065862,0.1420481244279661,2.46525570499,0.0,0.0,7.586062548415757,-7.444014423987792,-7.586062548415757,2.190396097807189,-0.9884724936317644,2.1165096693877623,24.316149,7.385878,0,2.30045508462766,-0.433457552770282,2.3244523976335083,25.452888,3.4909902,0
gdb 16607,O=C1CN2CC2C1=O,-6.378348883088,-10.7725,-6.379217004145824,-2.590523949104,-9.086,-2.688867849616944,3.785103795382,1.686473128467,3.69034915452888,16607,1.778348883088,0.9380872659757545,0.12046581588195514,2.609476050896,0.0,0.0,6.881670621928359,-6.761204806046404,-6.881670621928359,2.537568218270668,-0.2190508501494732,1.6769063932150983,27.100258,5.1936517,0,2.641832099833133,0.24378022233269264,1.7193663323044377,26.667217,0.43063933,0
gdb 20482,C1OC2=C(O1)N=NO2,-6.17698462654,-11.2682,-6.057502755379054,-2.487120682228,-8.1367,-0.891718726113975,3.689863944312,3.131505197448,5.165784029265079,20482,1.5769846265400005,1.2724373410738619,0.1448996992896606,2.7128793177720003,0.0,0.0,5.588287498543646,-5.443387799253985,-5.588287498543646,1.6754578151893362,4.236476234307157,-0.1576816186938442,11.440404,10.436989,0,1.8716411620450584,4.129078322424816,-0.391526636623786,16.798082,13.263435,0
gdb 21134,CN=C1NN=CC=N1,-5.869495964514,-9.9757,-5.835471963161028,-2.097997862142,-8.3115,-2.068132647027838,3.771498102372,1.664208027858,3.7673393161331905,21134,1.269495964514,0.9803092538672686,0.08986654519222034,3.1020021378580003,0.0,0.0,7.122130585692139,-7.032264040499919,-7.122130585692139,-0.9253141371486704,-1.44159841367507,1.6592190806412266,-32.58227,-16.737762,3,-1.4597633077947596,-1.5304541150542421,1.49215122000299,-34.099895,-12.54698,1
gdb 21364,N1C=CC2=C1ON=N2,-5.48309428303,-10.9361,-6.142088460202283,-1.844931972156,-7.4514,-0.6547885993073254,3.638162310874,3.48472697837,5.487299860894957,21364,0.8830942830299999,1.4965601013049,0.09543437969438082,3.355068027844,0.0,0.0,6.167708028604922,-6.072273648910541,-6.167708028604922,-2.2229466954570283,5.770418923136326,-0.11080094575433626,-11.49021,23.868738,2,-1.9079376171967077,5.649703478733617,-0.5550550583797482,-4.555621,28.167225,3
gdb 21398,N=C1N=CN=NC=N1,-6.783798534786,-10.3846,-6.293762799067996,-3.542922459804,-10.025,-4.025525053541373,3.23815493638,0.35963726874,2.2682377455266227,21398,2.1837985347860007,4.859737039755399,0.766353172563458,1.6570775401959998,0.0,0.0,6.308168028604922,-5.541814856041464,-6.308168028604922,5.413279821900754,-3.127558392178283,-0.9772378001066959,18.649973,-12.694482,0,5.0980819141772065,-3.6417116392243,-0.6374557185653908,10.032344,-14.372379,0
gdb 21644,NC1=NNC(=N)C=N1,-5.376969877552,-9.8357,-5.152813093791096,-1.893912466992,-7.8988,-1.6279018543811015,3.48305741056,1.936943947191,3.5249112394099944,21644,0.776969877552,2.4016084477171775,0.13474417621241042,3.306087533008,0.0,0.0,7.005761016977152,-6.871016840764741,-7.005761016977152,-2.072382887542708,-1.4076669227869314,0.7037375544237852,-31.802116,-14.135254,3,-2.520827434268847,-1.507586285270171,0.5481574538244007,-31.112558,-10.198003,1
gdb 21645,NC1=NNC(=N)N=C1,-5.48309428303,-9.8983,-5.302403695929965,-1.937450684624,-8.0265,-1.775624878180146,3.545643598406,1.871752025826,3.526778817749819,21645,0.8830942830299999,1.9892761822061256,0.1268544700103359,3.262549315376,0.0,0.0,6.978027985302943,-6.851173515292607,-6.978027985302943,-1.7414650021978628,-1.4218350097068757,0.8849197486338963,-32.475277,-14.680167,3,-2.2168101615708706,-1.530196914434798,0.7267969864947239,-31.746347,-10.745689,1
gdb 21703,NC=[NH+]C1=CN=N[N-]1,-5.461325174213999,-9.0679,-5.313881410807112,-1.771461229902,-7.4502,-1.565363239727204,3.689863944312,1.61772502943,3.7485181710799083,21703,0.8613251742139993,1.2724373410738619,0.07914202626569314,3.428538770098,0.0,0.0,7.910696763583486,-7.831554737317793,-7.910696763583486,-3.1913736305867273,-1.7415052481908229,1.8298334666844978,-24.804104,-8.470197,3,-3.3933206203844244,-1.6576432659341724,1.817434310260601,-24.584053,-3.9941392,1
gdb 21706,NC=[NH+]C1=NC=N[N-]1,-5.216422700034,-9.285,-5.194868089915442,-1.594587220772,-7.4891,-1.5133497661506787,3.621835479262,1.795932966916,3.681518323764763,21706,0.6164227000340003,1.5744810151382431,0.07008412747936645,3.605412779228,0.0,0.0,7.857055134624211,-7.786971007144845,-7.857055134624211,-3.5221222042803877,-1.6457420587938218,1.7054421572823646,-25.133959,-8.687016,3,-3.7319652564616876,-1.5627963424739215,1.6663223216493022,-24.879347,-4.235981,1
gdb 21741,O1C=CC2=C1ON=N2,-6.049091112246,-11.7045,-6.685932089187232,-2.253102762456,-8.0625,-1.0738541479359345,3.79598834979,3.642034839709,5.6120779412512976,21741,1.449091112246,0.9055194410888519,0.09475389924461114,2.9468972375440003,0.0,0.0,5.6581957403018865,-5.5634418410572755,-5.6581957403018865,-0.23277535870842847,6.577856493517147,-0.06452887853177741,-10.150624,23.388227,2,0.08632938736726457,6.325643106781326,-0.577771471147794,-3.0461922,27.827002,3
gdb 21769,O=C1C=CN=NC=C1,-6.685837545114,-10.8459,-6.550002160935991,-3.202780134554,-9.3675,-3.152333808771265,3.48305741056,1.47843391191,3.3976683521647257,21769,2.0858375451140008,2.4016084477171775,0.36173147743490536,1.9972198654459998,0.0,0.0,6.427368360415282,-6.065636882980376,-6.427368360415282,4.194974826527918,-0.612742047185287,0.18475723847990813,24.567484,-4.447189,0,4.192654387342847,-0.8693607728605821,0.2734181796012456,19.004387,-8.86804,0
gdb 21770,O=C1N=CN=NC=N1,-6.97972051413,-10.7867,-6.451046704268514,-3.771498102372,-10.4498,-4.266574686468386,3.208222411758,0.336841376999,2.184472017800128,21770,2.3797205141300006,5.27832855378813,0.9070390677564872,1.428501897628,0.0,0.0,5.430100135906281,-4.523061068149794,-5.430100135906281,6.859790928603121,-2.5400197441890353,-1.875210937881797,19.278624,-12.946879,0,6.56929210074533,-3.2452082885189086,-1.5794786577641966,10.35607,-14.805146,0
gdb 21783,O=CC1=CN=NC=N1,-6.930740019293999,-10.4615,-6.700527492014292,-3.159241916922,-9.431,-3.1000826903421075,3.771498102372,1.030451409874,3.600444801672184,21783,2.3307400192939998,0.9803092538672686,0.1649911138988035,2.0407580830780003,0.0,0.0,6.015120230196434,-5.85012911629763,-6.015120230196434,4.676632822161617,-0.3919798221586461,0.8218597720150659,25.951992,-4.3815036,0,4.687530714644234,-0.6443000767498724,0.8654006156440108,20.089157,-9.1102085,0
gdb 21891,OC1=NNC(=N)C=N1,-5.812352053872,-10.3062,-5.790280129417255,-2.14969949558,-8.3518,-1.9555486520924679,3.662652558292,1.954447378918,3.834731477324787,21891,1.212352053872,1.3862557704463547,0.12136004774825634,3.05030050442,0.0,0.0,6.9274992537155295,-6.806139205967273,-6.9274992537155295,-0.7728550491412004,-0.9221630904984639,1.2067669072344593,-33.94466,-15.756267,3,-1.3138774234713115,-1.0971283470239102,0.9937678341601718,-33.75099,-12.119595,1
gdb 22001,ON=C1C=CC=CC=C1,-5.23819180885,-10.2411,-5.77459971107318,-1.806836031728,-7.1855,-0.6439726558471064,3.431355777122,3.05560922054,5.130627055226074,22001,0.63819180885,2.7988726521847616,0.1289846363382807,3.3931639682720003,0.0,0.0,7.501634779288295,-7.372650142950015,-7.501634779288295,-3.963252749744421,3.917307953964745,0.33769945288203473,-13.791945,25.161428,2,-3.643164986917263,4.08686007151838,0.12365490504639487,-7.7966275,28.596111,3
gdb 22029,ON=C1C=CN=NC=C1,-6.220522844172,-10.1953,-5.899450103883218,-2.658552414154,-8.9276,-2.5692579174987302,3.5619704300179995,1.267751204759,3.330192186384488,22029,1.6205228441719999,1.8928425685778665,0.2214997656425619,2.5414475858460004,0.0,0.0,6.933989109600662,-6.712489343958101,-6.933989109600662,1.9637143591372583,-1.0694154625342533,0.986387401029338,28.029251,9.938203,0,2.115319990181937,-0.3199122253157835,1.1656069860271858,29.800703,4.199141,0
gdb 22054,CC(=N[O-])C#CC(N)=[NH2+],-4.759271414898,-8.3229,-4.11628796776584,-1.7796246457079998,-7.533,-1.4822203558759095,2.97964676919,0.789842339445,2.63406761188993,22054,0.15927141489800062,9.672270448366525,0.11124228185075544,3.420375354292,0.0,0.0,7.742888475348332,-7.631646193497577,-7.742888475348332,-4.426776367289951,-3.510218091970176,-0.2926288868099056,-13.046073,-5.080439,3,-4.279228350373607,-3.5351282781319964,0.05050155209753107,-14.176872,-1.1451266,1
gdb 22209,NC(=[NH2+])C(CC#C)=N[O-],-4.930703146824,-8.664,-4.577508630225739,-1.18369529187,-7.2727,-0.8804543701694555,3.749728993556,1.391300810479,3.6970542600562837,22209,0.33070314682400054,1.0515057967566983,0.025110399243299726,4.01630470813,0.0,0.0,7.827554244579101,-7.802443845335802,-7.827554244579101,-4.6479093532402755,-2.0223166679108826,1.9760801056886104,-25.647188,-9.782461,3,-4.875679946394101,-1.8920022933277811,1.9237254273584496,-25.240301,-5.4914746,1
