mol_id,HOMO_ORCA(eV),LUMO_ORCA(eV),GAP_ORCA(eV),smiles_key,SMILES,HOMO(eV),HOMO_xtb(eV),HOMO_DFT(eV),LUMO(eV),LUMO_xtb(eV),LUMO_DFT(eV),GAP(eV),GAP_xtb(eV),GAP_DFT(eV),Id,voc_pcbm(V),jsc_pcbm(A.m-2),pce_pcbm(%),voc_pcdtbt(V),jsc_pcdtbt(A.m-2),pce_pcdtbt(%),sas1(%),pce_pcbm_sas(%),pce_pcdtbt_sas(%)
4611,-5.5938,-2.0457,3.5481,gdb 4611,NC1=COC(=O)C=N1,-5.883101657524,-10.4487,-5.668733965290747,-2.185074297406,-8.3828,-2.1304008462541653,3.698027360118,2.065949132664,3.538333119036582,4611,0.9938,1.9744883702751272,0.14169586985615457,3.1543,0.0,0.0,6.155090444782528,-6.013394574926373,-6.155090444782528
4613,-5.0753,-1.2975,3.7778,gdb 4613,OC1=CNC(=N)C=N1,-5.132067403372,-9.9581,-5.15254844524323,-1.608192913782,-7.6585,-1.3942890257065574,3.52387448959,2.299615320778,3.7582594195366728,4613,0.47530000000000056,0.9605405563901579,0.03296758541035361,3.9025,0.0,0.0,7.238111695710184,-7.20514411029983,-7.238111695710184
4618,-5.7345,-1.8304,3.9041,gdb 4618,OC1=COC(=N)C=N1,-5.820515469678,-10.6671,-5.8013992933875755,-2.057180783112,-8.3298,-1.9190859534522557,3.766055825168,2.337257592947,3.88231333993532,4618,1.1344999999999998,0.6339943399586849,0.05193898999122777,3.3696,0.0,0.0,6.789444446023222,-6.737505456031995,-6.789444446023222
4807,-2.8194,-0.8687,1.9507,gdb 4807,[NH3+]CC1=CC([O-])=CO1,-5.159278789391999,-7.6339,-2.948215359641442,-2.968762214782,-5.1745,-0.9392641768244003,2.19051657461,2.459343889569,2.008951182817042,4807,0.0,84.90916610714827,0.0,4.3313,0.0,0.0,7.568980935851734,-7.568980935851734,-7.568980935851734
5034,-4.8444,-1.1826,3.6618,gdb 5034,[O-]C1=COC=CC1=[NH2+],-4.998731611874,-9.6853,-4.948787272980307,-1.287098558746,-7.429,-1.2711793365098303,3.711633053128,2.25628481443,3.677607936470477,5034,0.24440000000000045,1.3899675024492792,0.024530673225297225,4.0174,0.0,0.0,7.568153036722112,-7.543622363496815,-7.568153036722112
6059,-5.3784,-1.9864,3.3920000000000003,gdb 6059,NC(=[NH2+])C#CC([O-])=O,-5.632756906139999,-10.0035,-5.515573042420028,-2.24493934665,-7.8995,-2.089993601549901,3.38781755949,2.104073126174,3.425579440870127,6059,0.7784000000000002,3.139949198948021,0.17649364326332193,3.2136000000000005,0.0,0.0,7.037107715253992,-6.86061407199067,-7.037107715253992
6273,-5.8323,-2.5664,3.2659,gdb 6273,CN(C)CC(=O)C=O,-6.079023636868,-9.884,-5.966908913072902,-2.40820766277,-9.1427,-2.649108283910418,3.670815974098,0.741289185328,3.317800629162484,6273,1.2323000000000002,4.498356700236465,0.40028927832440325,2.6336000000000004,0.0,0.0,7.172794274148249,-6.772504995823845,-7.172794274148249
6683,-6.0001,0.1142,6.1143,gdb 6683,[O-]C(=O)CCNC=[NH2+],-4.138851813642,-10.7954,-6.137340412265838,-2.05445964451,-6.1326,0.0155932954713327,2.084392169132,4.662862775121,6.152933707737171,6683,1.4001,4.833528354523054e-05,4.8868267820904355e-06,5.0858,0.0,0.0,7.785839973324041,-7.785835086497259,-7.785839973324041
7902,-6.2938,-2.6104,3.6834,gdb 7902,CN1CC(=O)C(=O)C1,-5.790582945055999,-10.2754,-6.446840183882108,-2.552428008676,-8.8948,-2.7182127786087085,3.240876074982,1.380639200471,3.728627405273399,7902,1.6938000000000002,1.2986726508366468,0.15884203499124863,2.5896000000000003,0.0,0.0,6.575456195726993,-6.416614160735744,-6.575456195726993
8721,-6.7228,-2.614,4.1088000000000005,gdb 8721,O=CC(=O)C(=O)C#C,-6.99332620714,-11.3649,-6.826092989436996,-3.74156557775,-9.1151,-2.716269289310436,3.2490394907880003,2.249846314871,4.10982370012656,8721,2.1228000000000007,0.31408962691146325,0.04814667406540298,2.5860000000000003,0.0,0.0,5.509770905137052,-5.461624231071649,-5.509770905137052
8723,-6.7659,-2.8051,3.9608,gdb 8723,O=CC(=O)C(=O)C=O,-6.949787989508001,-11.5756,-6.85539775080951,-4.274908743742,-9.5169,-2.893082129869044,2.674879245766,2.058642602369,3.9623156209404655,8723,2.1659000000000006,0.5237873114044747,0.08192132990539358,2.3949000000000003,0.0,0.0,4.99302321282936,-4.911101882923967,-4.99302321282936
8779,-6.2623,-1.8741,4.388199999999999,gdb 8779,CN=C(N)C(=O)C=O,-6.574270862432,-10.5157,-6.3680921903852115,-2.786445928448,-8.4843,-1.975189472840466,3.787824933984,2.031395736854,4.392902717544746,8779,1.6622999999999999,0.11364616033012258,0.013641677905968277,3.3259,0.0,0.0,6.7609869205337665,-6.747345242627798,-6.7609869205337665
8786,-6.938,-2.79,4.148,gdb 8786,CNC(=N)C(=O)C#N,-6.862711554243999,-10.8013,-7.064412328116652,-3.189174441544,-9.2903,-2.901256931616891,3.6735371127,1.511027912851,4.163155396499761,8786,2.338,0.27344001301487136,0.04616471853408963,2.41,0.0,0.0,6.684290230778057,-6.638125512243968,-6.684290230778057
8792,-6.4915,-2.3471,4.1444,gdb 8792,CCC(=O)C(=O)C=O,-6.718491208338,-11.1713,-6.577405604292096,-3.077607758862,-9.1143,-2.4300919075016734,3.638162310874,2.056984165188,4.147313696790423,8792,1.8915000000000004,0.2769578588443616,0.037828895197085224,2.8529,0.0,0.0,6.381922543734096,-6.344093648537011,-6.381922543734096
8793,-6.4005,-1.9109,4.4896,gdb 8793,CNC(=N)C(=O)C=O,-6.40828140771,-10.6858,-6.504957321504449,-3.23815493638,-8.5899,-2.0142472297758354,3.17012647133,2.09591173234,4.490710091728614,8793,1.8005000000000002,0.0772938570302032,0.010049436824497484,3.2891000000000004,0.0,0.0,7.0018244770948534,-6.991775040270356,-7.0018244770948534
8794,-6.6338,-2.3236,4.3102,gdb 8794,CNC(=O)C(=O)C=O,-6.683116406512,-11.1187,-6.721428378081482,-3.232712659176,-9.0244,-2.4118126622368123,3.450403747336,2.094249605394,4.30961571584467,8794,2.0338000000000003,0.1519599855495652,0.022317271955742946,2.8764000000000003,0.0,0.0,6.129783174326445,-6.107465902370702,-6.129783174326445
8795,-6.7958,-1.9115,4.8843,gdb 8795,COC(=O)C(=O)C=O,-6.955230266711999,-11.4995,-6.890307138515256,-3.37421186648,-8.9504,-2.0081904950257603,3.57829726163,2.549071186867,4.882116643489496,8795,2.1958,0.015852110628195464,0.0025135266508459295,3.2885,0.0,0.0,5.559985062734098,-5.557471536083252,-5.559985062734098
8796,-6.4166,-2.5318,3.8848,gdb 8796,OCC(=O)C(=O)C=O,-6.742981455756,-11.1877,-6.511184263665487,-3.548364737008,-9.4795,-2.6242811012662557,3.194616718748,1.708198712005,3.886903162399231,8796,1.8166,0.6761469903839445,0.0886960028077354,2.6682,0.0,0.0,5.959661455307042,-5.870965452499307,-5.959661455307042
9986,-4.8361,-1.1978,3.6383,gdb 9986,[NH2+]=CN[C-](C#N)C#N,-5.121182848964,-9.2691,-4.951322226781084,-1.439482320458,-6.965,-1.3244573780115971,3.681700528506,2.304034246566,3.626864848769487,9986,0.23610000000000025,1.4959181912832198,0.02550395008379792,4.0022,0.0,0.0,7.4199400229462995,-7.394436072862502,-7.4199400229462995
10016,-4.8362,-1.1981,3.6381,gdb 10016,NC=[NH+][C-](C#N)C#N,-5.121182848964,-9.2693,-4.951548046455759,-1.439482320458,-6.9653,-1.3247778101795316,3.681700528506,2.303940858969,3.6267702362762275,10016,0.23620000000000002,1.4968506786380067,0.025530657001070916,4.0019,0.0,0.0,7.446155407561684,-7.420624750560613,-7.446155407561684
10785,-4.5315,-1.5683,2.9632000000000005,gdb 10785,[NH2+]=C1O[CH-]C(=O)C=C1,-4.854511265968,-9.6436,-4.623276872726303,-1.831326279146,-7.7371,-1.6584378026100386,3.023184986822,1.906427743144,2.964839070116265,10785,0.0,10.085676454115893,0.0,3.6317000000000004,0.0,0.0,7.580337652106728,-7.580337652106728,-7.580337652106728
12585,-6.2122,-3.0195,3.1927000000000003,gdb 12585,NC1=NCC(=O)C1=O,-6.307599279436,-10.3527,-6.295181259640658,-3.08849231327,-9.5049,-3.1077138231661814,3.216385827564,0.847772484078,3.1874674364744764,12585,1.6122000000000003,5.50774409046499,0.641204097737916,2.1805000000000003,0.0,0.0,5.842733869100145,-5.201529771362229,-5.842733869100145
12617,-6.2767,-2.5125,3.7642,gdb 12617,CC1C=CC(=O)C1=O,-6.31304155664,-10.7936,-6.360623258766263,-2.54426459287,-9.204,-2.616627620313739,3.76877696377,1.589604712263,3.743995638452524,12617,1.6767,1.0036692932152194,0.12152052043175347,2.6875,0.0,0.0,7.009456959778918,-6.887936439347165,-7.009456959778918
12653,-6.4435,-2.5879,3.8556,gdb 12653,CC1NCC(=O)C1=O,-5.91847645935,-10.4787,-6.528651700766997,-2.514332068248,-8.9035,-2.695613228049737,3.404144391102,1.57513131302,3.83303847271726,12653,1.8435000000000004,0.74485798981679,0.0991562837785857,2.6121000000000003,0.0,0.0,7.219882343569429,-7.120726059790844,-7.219882343569429
12654,-6.4698,-2.8054,3.6644,gdb 12654,CC1OCC(=O)C1=O,-6.457261902546,-11.1072,-6.554632696682113,-2.791888205652,-9.3428,-2.909549457463328,3.662652558292,1.764410404511,3.645083239218785,12654,1.8698000000000004,1.378676304441456,0.18614916220374916,2.3946,0.0,0.0,6.83057279688299,-6.6444236346792405,-6.83057279688299
13588,-6.2825,-2.7158,3.5666999999999995,gdb 13588,CN1CC1C(=O)C=O,-6.487194427168,-10.5508,-6.405204731523721,-2.73474429501,-9.2678,-2.806256814121534,3.752450132158,1.282940336064,3.598947917402187,13588,1.6824999999999999,1.8657115136896647,0.2266747699804833,2.4842,0.0,0.0,7.586062548415757,-7.359387778435274,-7.586062548415757
16607,-6.2804,-2.5774,3.703,gdb 16607,O=C1CN2CC2C1=O,-6.378348883088,-10.7725,-6.379217004145824,-2.590523949104,-9.086,-2.688867849616944,3.785103795382,1.686473128467,3.69034915452888,16607,1.6804000000000003,1.220608837916481,0.14811287163319767,2.6226000000000003,0.0,0.0,6.881670621928359,-6.733557750295161,-6.881670621928359
20482,-6.027,-0.8389,5.1881,gdb 20482,C1OC2=C(O1)N=NO2,-6.17698462654,-11.2682,-6.057502755379054,-2.487120682228,-8.1367,-0.891718726113975,3.689863944312,3.131505197448,5.165784029265079,20482,1.4270000000000003,0.0042758929332295074,0.0004406100657073668,4.3611,0.0,0.0,5.588287498543646,-5.587846888477938,-5.588287498543646
21134,-5.7524,-1.9721,3.7803,gdb 21134,CN=C1NN=CC=N1,-5.869495964514,-9.9757,-5.835471963161028,-2.097997862142,-8.3115,-2.068132647027838,3.771498102372,1.664208027858,3.7673393161331905,21134,1.1523999999999999,0.9528001136432422,0.07928822015733278,3.2279,0.0,0.0,7.122130585692139,-7.042842365534806,-7.122130585692139
21364,-6.0884,-0.5676,5.5208,gdb 21364,N1C=CC2=C1ON=N2,-5.48309428303,-10.9361,-6.142088460202283,-1.844931972156,-7.4514,-0.6547885993073254,3.638162310874,3.48472697837,5.487299860894957,21364,1.4884000000000002,0.0009299328505014382,9.994817538541902e-05,4.6324000000000005,0.0,0.0,6.167708028604922,-6.167608080429536,-6.167708028604922
21398,-6.2213,-3.9768,2.2445000000000004,gdb 21398,N=C1N=CN=NC=N1,-6.783798534786,-10.3846,-6.293762799067996,-3.542922459804,-10.025,-4.025525053541373,3.23815493638,0.35963726874,2.2682377455266227,21398,1.6213000000000004,50.08874201531596,5.864177756915208,1.2232,50.08874201531596,4.424265855954284,6.308168028604922,-0.4439902716897146,-1.8839021726506386
21644,-5.0729,-1.5336,3.5393,gdb 21644,NC1=NNC(=N)C=N1,-5.376969877552,-9.8357,-5.152813093791096,-1.893912466992,-7.8988,-1.6279018543811015,3.48305741056,1.936943947191,3.5249112394099944,21644,0.47289999999999993,2.027931224755124,0.06925101695279132,3.6664000000000003,0.0,0.0,7.005761016977152,-6.93651000002436,-7.005761016977152
21645,-5.2222,-1.6736,3.5486,gdb 21645,NC1=NNC(=N)N=C1,-5.48309428303,-9.8983,-5.302403695929965,-1.937450684624,-8.0265,-1.775624878180146,3.545643598406,1.871752025826,3.526778817749819,21645,0.6222000000000001,1.9714905585367755,0.08857850119970426,3.5264,0.0,0.0,6.978027985302943,-6.889449484103239,-6.978027985302943
21703,-5.2353,-1.4824,3.7529,gdb 21703,NC=[NH+]C1=CN=N[N-]1,-5.461325174213999,-9.0679,-5.313881410807112,-1.771461229902,-7.4502,-1.565363239727204,3.689863944312,1.61772502943,3.7485181710799083,21703,0.6352999999999998,1.0408480548493055,0.04774960786920964,3.7176,0.0,0.0,7.910696763583486,-7.862947155714276,-7.910696763583486
21706,-5.1171,-1.4241,3.693,gdb 21706,NC=[NH+]C1=NC=N[N-]1,-5.216422700034,-9.285,-5.194868089915442,-1.594587220772,-7.4891,-1.5133497661506787,3.621835479262,1.795932966916,3.681518323764763,21706,0.5170999999999999,1.2598843512843878,0.047044497996625634,3.7759,0.0,0.0,7.857055134624211,-7.810010636627585,-7.857055134624211
21741,-6.654,-1.0031,5.6509,gdb 21741,O1C=CC2=C1ON=N2,-6.049091112246,-11.7045,-6.685932089187232,-2.253102762456,-8.0625,-1.0738541479359345,3.79598834979,3.642034839709,5.6120779412512976,21741,2.0540000000000003,0.0004990671997751378,7.402238706197048e-05,4.1969,0.0,0.0,5.6581957403018865,-5.658121717914825,-5.6581957403018865
21769,-6.4687,-3.0863,3.3824,gdb 21769,O=C1C=CN=NC=C1,-6.685837545114,-10.8459,-6.550002160935991,-3.202780134554,-9.3675,-3.152333808771265,3.48305741056,1.47843391191,3.3976683521647257,21769,1.8687000000000002,3.228619683325072,0.4356724469052691,2.1137,0.0,0.0,6.427368360415282,-5.9916959135100125,-6.427368360415282
21770,-6.3884,-4.2271,2.1613,gdb 21770,O=C1N=CN=NC=N1,-6.97972051413,-10.7867,-6.451046704268514,-3.771498102372,-10.4498,-4.266574686468386,3.208222411758,0.336841376999,2.184472017800128,21770,1.7884,0.0,0.0,0.9728999999999999,58.601525661686466,4.116998846726812,5.430100135906281,-5.430100135906281,-1.3131012891794693
21783,-6.6159,-3.0278,3.5881,gdb 21783,O=CC1=CN=NC=N1,-6.930740019293999,-10.4615,-6.700527492014292,-3.159241916922,-9.431,-3.1000826903421075,3.771498102372,1.030451409874,3.600444801672184,21783,2.0159000000000002,1.7473120437065193,0.254356637056491,2.1722,0.0,0.0,6.015120230196434,-5.760763593139943,-6.015120230196434
21891,-5.7266,-1.8721,3.8545,gdb 21891,OC1=NNC(=N)C=N1,-5.812352053872,-10.3062,-5.790280129417255,-2.14969949558,-8.3518,-1.9555486520924679,3.662652558292,1.954447378918,3.834731477324787,21891,1.1266000000000005,0.7475679832835946,0.06081686919669002,3.3279,0.0,0.0,6.9274992537155295,-6.86668238451884,-6.9274992537155295
22001,-5.6648,-0.5287,5.1361,gdb 22001,ON=C1C=CC=CC=C1,-5.23819180885,-10.2411,-5.77459971107318,-1.806836031728,-7.1855,-0.6439726558471064,3.431355777122,3.05560922054,5.130627055226074,22001,1.0647999999999997,0.00538102670188866,0.0004137488586208905,4.6713000000000005,0.0,0.0,7.501634779288295,-7.501221030429674,-7.501634779288295
22029,-5.8211,-2.4977,3.3234000000000004,gdb 22029,ON=C1C=CN=NC=C1,-6.220522844172,-10.1953,-5.899450103883218,-2.658552414154,-8.9276,-2.5692579174987302,3.5619704300179995,1.267751204759,3.330192186384488,22029,1.2211000000000005,3.8246664162915716,0.3372472467146649,2.7023,0.0,0.0,6.933989109600662,-6.596741862885997,-6.933989109600662
22054,-3.9672,-1.3649,2.6023,gdb 22054,CC(=N[O-])C#CC(N)=[NH2+],-4.759271414898,-8.3229,-4.11628796776584,-1.7796246457079998,-7.533,-1.4822203558759095,2.97964676919,0.789842339445,2.63406761188993,22054,0.0,23.836237886116198,0.0,3.8350999999999997,0.0,0.0,7.742888475348332,-7.742888475348332,-7.742888475348332
22209,-4.4592,-0.7767,3.6825,gdb 22209,NC(=[NH2+])C(CC#C)=N[O-],-4.930703146824,-8.664,-4.577508630225739,-1.18369529187,-7.2727,-0.8804543701694555,3.749728993556,1.391300810479,3.6970542600562837,22209,0.0,1.3023644478108418,0.0,4.4233,0.0,0.0,7.827554244579101,-7.827554244579101,-7.827554244579101
22213,-4.6081,-1.0372,3.5709000000000004,gdb 22213,NC(=[NH2+])C(CC=O)=N[O-],-4.979683641659999,-9.0948,-4.72163787644924,-1.2299546481039998,-7.6217,-1.1348940900956832,3.749728993556,1.473118218805,3.5867437863535567,22213,0.008100000000000496,1.8419149236088852,0.0010773534448842391,4.1628,0.0,0.0,7.6621543925080955,-7.661077039063211,-7.6621543925080955
22229,-4.8231,-1.5736,3.2495000000000003,gdb 22229,C[NH2+]CC(=O)C(C)=N[O-],-5.023221859292,-9.3857,-4.939629247738727,-1.545606725936,-8.4795,-1.6623010294017528,3.477615133356,0.906159708197,3.2773282183369745,22229,0.22310000000000035,4.708960154187765,0.07586268420273933,3.6264000000000003,0.0,0.0,7.740593558909133,-7.664730874706393,-7.740593558909133
22230,-6.3407,-1.33,5.0107,gdb 22230,C[NH2+]CC(=N[O-])C(C)=O,-5.039548690904,-10.2676,-6.436819989586913,-1.74152870528,-8.1208,-1.424788348356564,3.300741124226,2.146848569217,5.012031641230349,22230,1.7407000000000001,0.00927880563782233,0.0011663251111681398,3.87,0.0,0.0,7.746584328139902,-7.7454180030287345,-7.746584328139902
22438,-4.8053,-1.2278,3.5775,gdb 22438,C[NH+]=C(N)C(C=O)=N[O-],-4.767434830704,-9.2571,-4.905915765405211,-1.281656281542,-8.0457,-1.324392083969304,3.485778549162,1.211461808574,3.5815236814359066,22438,0.2053000000000001,1.8050769247545564,0.026760133946754323,3.9722,0.0,0.0,7.691657351087977,-7.664897217141222,-7.691657351087977
22441,-4.8052,-1.2276,3.5776000000000003,gdb 22441,CNC(=[NH2+])C(C=O)=N[O-],-4.767434830704,-9.2569,-4.905694036854631,-1.281656281542,-8.0456,-1.3242430519438777,3.485778549162,1.211380586294,3.581450984910753,22441,0.20520000000000033,1.8045239591536835,0.026738905616235185,3.9724000000000004,0.0,0.0,7.671491670614604,-7.644752764998369,-7.671491670614604
22482,-5.4977,0.0103,5.508,gdb 22482,NC=[NH+]CC(CO)=N[O-],-4.106198150418,-10.3653,-5.574981437260904,-1.923844991614,-6.887,-0.0607044156824055,2.179632020202,3.478342915263,5.514277021578499,22482,0.8977000000000002,0.000987880465809506,6.40382185789562e-05,5.1897,0.0,0.0,5.508221337396509,-5.50815729917793,-5.508221337396509
22543,-5.3482,0.0195,5.3677,gdb 22543,C[NH2+]C(C#C)C(C)=N[O-],-5.9157553207480005,-10.1428,-5.4690286744690155,-2.786445928448,-6.6216,-0.09833966093833359,3.1293093923,3.521246684949,5.370689013530682,22543,0.7482000000000004,0.0018987387493844651,0.00010258563157355208,5.1805,0.0,0.0,7.388275910619087,-7.3881733249875134,-7.388275910619087
22652,-5.2257,-2.0892,3.1365,gdb 22652,ON=C1CNC(C=O)=C1,-5.556565025284,-9.9588,-5.332334824263431,-2.206843406222,-8.4275,-2.2009596353606415,3.352442757664,1.531301480381,3.1313751889027897,22652,0.6256999999999999,6.413907015897457,0.28979603135160104,3.1108000000000002,0.0,0.0,7.114806803014442,-6.825010771662841,-7.114806803014442
22876,-5.1489,-1.3949,3.754,gdb 22876,CN1C=CC(=NO)C1=N,-5.36064304594,-9.9696,-5.256840922427085,-1.57826038916,-7.9757,-1.5096418549570385,3.779661518178,1.99389554545,3.7471990674700466,22876,0.5489000000000004,1.0371741637686722,0.041110100623474144,3.8051000000000004,0.0,0.0,7.331188625442142,-7.290078524818668,-7.331188625442142
22971,-6.3109,-1.6056,4.7053,gdb 22971,[O-]N=C(C#N)C1CC[NH2+]1,-6.35385863567,-10.6569,-6.41952572382934,-2.8816857795179995,-8.3003,-1.730500670640104,3.472172856152,2.35664572634,4.689025053189235,22971,1.7109000000000003,0.03306037708338126,0.004084473175725819,3.5944000000000003,0.0,0.0,4.778029349563091,-4.7739448763873655,-4.778029349563091
22973,-6.3238,-1.9445,4.379300000000001,gdb 22973,[O-]N=C(C=O)C1CC[NH2+]1,-5.839563439892,-10.5343,-6.426236016744608,-2.82998414608,-8.7658,-2.060283347578394,3.00685815521,1.768551016774,4.365952669166214,22973,1.7238000000000004,0.11750760283679217,0.014627040444420836,3.2555000000000005,0.0,0.0,6.612367595288662,-6.597740554844241,-6.612367595288662
22979,-5.219,0.1219,5.3409,gdb 22979,OCC(=N[O-])C1CC[NH2+]1,-6.010995171818,-10.1432,-5.324441367123677,-2.77556137404,-6.7939,0.016546040505504598,3.232712659176,3.349284413701,5.340987407629182,22979,0.6190000000000004,0.002147020418768461,9.596888363698337e-05,5.0781,0.0,0.0,7.447135506348018,-7.447039537464381,-7.447135506348018
23066,-5.2479,-0.1227,5.1252,gdb 23066,CC(=N[O-])C12C[NH+]1CC2,-5.53751705507,-10.159,-5.356689492129433,-2.223170237834,-6.8777,-0.2296942990475523,3.314346817236,3.281330938182,5.12699519308188,23066,0.6478999999999997,0.005645017527166993,0.000264105164496467,5.0773,0.0,0.0,7.7982142532386804,-7.797950148074184,-7.7982142532386804
23140,-5.4191,-0.2654,5.153700000000001,gdb 23140,[O-]N=C(CC#C)C1C[NH2+]1,-5.885822796126,-10.2687,-5.530873792016127,-2.663994691358,-6.9072,-0.3795279652148097,3.219106966166,3.361525824823,5.151345826801317,23140,0.8191000000000004,0.004979506531083263,0.00029452817841598875,4.9346000000000005,0.0,0.0,6.807682738252373,-6.807388210073957,-6.807682738252373
23152,-5.3932,-0.2742,5.119,gdb 23152,COCC(=N[O-])C1C[NH2+]1,-5.855890271504,-10.4132,-5.495580371954507,-2.609571919318,-7.0659,-0.3826469590221009,3.246318352186,3.347305690803,5.1129334129324056,23152,0.7932000000000003,0.005800652581007313,0.0003322486153442421,4.9258,0.0,0.0,6.975819099988798,-6.975486851373454,-6.975819099988798
23364,-6.2052,-0.57,5.635199999999999,gdb 23364,NC(=[NH2+])C(=N[O-])C1CN1,-4.919818592415999,-10.0309,-6.2991376468213005,-1.33335791498,-7.2095,-0.6893035481957052,3.586460677436,2.821403256804,5.609834098625595,23364,1.6051999999999997,0.0005384073433454477,6.240850006481596e-05,4.63,0.0,0.0,7.54862426308271,-7.548561854582645,-7.54862426308271
23509,-5.2382,-2.0172,3.221,gdb 23509,ON=C1C=C2NC3C2C13,-5.695343093986001,-9.7787,-5.346229231221602,-2.008200288276,-8.1779,-2.115195496957026,3.68714280571,1.600792754909,3.231033734264576,23509,0.6382000000000001,5.095879862224128,0.2348440707426276,3.1828000000000003,0.0,0.0,6.128779770987926,-5.893935700245298,-6.128779770987926
23615,-6.2426,0.0884,6.331,gdb 23615,[O-]N=C(C1C[NH2+]1)C1CO1,-5.929361013758,-10.4609,-6.336376976190822,-2.655831275552,-6.8161,-0.00710080781283755,3.273529738206,3.644733118688,6.329276168377985,23615,1.6426000000000005,1.5231006858702696e-05,1.8066085086960615e-06,5.1116,0.0,0.0,7.101850098524495,-7.101848291915986,-7.101850098524495
