mol_id,HOMO_ORCA(eV),LUMO_ORCA(eV),GAP_ORCA(eV),smiles_key,SMILES,HOMO(eV),HOMO_xtb(eV),HOMO_DFT(eV),LUMO(eV),LUMO_xtb(eV),LUMO_DFT(eV),GAP(eV),GAP_xtb(eV),GAP_DFT(eV),Id,voc_pcbm(V),jsc_pcbm(A.m-2),pce_pcbm(%),voc_pcdtbt(V),jsc_pcdtbt(A.m-2),pce_pcdtbt(%),sas1(%),pce_pcbm_sas(%),pce_pcdtbt_sas(%)
8796,-6.4166,-2.5318,3.8848,gdb 8796,OCC(=O)C(=O)C=O,-6.742981455756,-11.1877,-6.511184263665487,-3.548364737008,-9.4795,-2.6242811012662557,3.194616718748,1.708198712005,3.886903162399231,8796,1.911184263665487,0.6714310923547501,0.09266327139176911,2.5757188987337445,0.0,0.0,5.959661455307042,-5.866998183915273,-5.959661455307042
9986,-4.8361,-1.1978,3.6383,gdb 9986,[NH2+]=CN[C-](C#N)C#N,-5.121182848964,-9.2691,-4.951322226781084,-1.439482320458,-6.965,-1.3244573780115971,3.681700528506,2.304034246566,3.626864848769487,9986,0.3513222267810841,1.5500928630451907,0.03932483984641666,3.8755426219884033,0.0,0.0,7.4199400229462995,-7.3806151830998825,-7.4199400229462995
10016,-4.8362,-1.1981,3.6381,gdb 10016,NC=[NH+][C-](C#N)C#N,-5.121182848964,-9.2693,-4.951548046455759,-1.439482320458,-6.9653,-1.3247778101795316,3.681700528506,2.303940858969,3.6267702362762275,10016,0.35154804645575927,1.5505484580403066,0.03936168228146789,3.8752221898204686,0.0,0.0,7.446155407561684,-7.406793725280216,-7.446155407561684
10785,-4.5315,-1.5683,2.9632000000000005,gdb 10785,[NH2+]=C1O[CH-]C(=O)C=C1,-4.854511265968,-9.6436,-4.623276872726303,-1.831326279146,-7.7371,-1.6584378026100386,3.023184986822,1.906427743144,2.964839070116265,10785,0.023276872726303577,10.043800599623916,0.01688209473977999,3.5415621973899616,0.0,0.0,7.580337652106728,-7.5634555573669475,-7.580337652106728
12585,-6.2122,-3.0195,3.1927000000000003,gdb 12585,NC1=NCC(=O)C1=O,-6.307599279436,-10.3527,-6.295181259640658,-3.08849231327,-9.5049,-3.1077138231661814,3.216385827564,0.847772484078,3.1874674364744764,12585,1.695181259640658,5.58704560666591,0.6839147624913666,2.092286176833819,0.0,0.0,5.842733869100145,-5.158819106608778,-5.842733869100145
12617,-6.2767,-2.5125,3.7642,gdb 12617,CC1C=CC(=O)C1=O,-6.31304155664,-10.7936,-6.360623258766263,-2.54426459287,-9.204,-2.616627620313739,3.76877696377,1.589604712263,3.743995638452524,12617,1.7606232587662631,1.0710299660687463,0.1361669393878437,2.5833723796862613,0.0,0.0,7.009456959778918,-6.8732900203910745,-7.009456959778918
12653,-6.4435,-2.5879,3.8556,gdb 12653,CC1NCC(=O)C1=O,-5.91847645935,-10.4787,-6.528651700766997,-2.514332068248,-8.9035,-2.695613228049737,3.404144391102,1.57513131302,3.83303847271726,12653,1.9286517007669974,0.8022926619724502,0.11173525995877943,2.504386771950263,0.0,0.0,7.219882343569429,-7.10814708361065,-7.219882343569429
12654,-6.4698,-2.8054,3.6644,gdb 12654,CC1OCC(=O)C1=O,-6.457261902546,-11.1072,-6.554632696682113,-2.791888205652,-9.3428,-2.909549457463328,3.662652558292,1.764410404511,3.645083239218785,12654,1.9546326966821128,1.464603682802632,0.20672304824590693,2.2904505425366724,0.0,0.0,6.83057279688299,-6.623849748637083,-6.83057279688299
13588,-6.2825,-2.7158,3.5666999999999995,gdb 13588,CN1CC1C(=O)C=O,-6.487194427168,-10.5508,-6.405204731523721,-2.73474429501,-9.2678,-2.806256814121534,3.752450132158,1.282940336064,3.598947917402187,13588,1.8052047315237212,1.6899411875135053,0.22029349496142508,2.393743185878466,0.0,0.0,7.586062548415757,-7.365769053454332,-7.586062548415757
16607,-6.2804,-2.5774,3.703,gdb 16607,O=C1CN2CC2C1=O,-6.378348883088,-10.7725,-6.379217004145824,-2.590523949104,-9.086,-2.688867849616944,3.785103795382,1.686473128467,3.69034915452888,16607,1.779217004145824,1.2704876960827043,0.16323113603388975,2.511132150383056,0.0,0.0,6.881670621928359,-6.71843948589447,-6.881670621928359
20482,-6.027,-0.8389,5.1881,gdb 20482,C1OC2=C(O1)N=NO2,-6.17698462654,-11.2682,-6.057502755379054,-2.487120682228,-8.1367,-0.891718726113975,3.689863944312,3.131505197448,5.165784029265079,20482,1.457502755379054,0.004720586469990526,0.0004968313144496,4.308281273886025,0.0,0.0,5.588287498543646,-5.587790667229196,-5.588287498543646
21134,-5.7524,-1.9721,3.7803,gdb 21134,CN=C1NN=CC=N1,-5.869495964514,-9.9757,-5.835471963161028,-2.097997862142,-8.3115,-2.068132647027838,3.771498102372,1.664208027858,3.7673393161331905,21134,1.2354719631610285,0.9935589473048199,0.08864008260558412,3.1318673529721623,0.0,0.0,7.122130585692139,-7.033490503086554,-7.122130585692139
21364,-6.0884,-0.5676,5.5208,gdb 21364,N1C=CC2=C1ON=N2,-5.48309428303,-10.9361,-6.142088460202283,-1.844931972156,-7.4514,-0.6547885993073254,3.638162310874,3.48472697837,5.487299860894957,21364,1.5420884602022829,0.0010890089163088218,0.00012126747697506036,4.545211400692675,0.0,0.0,6.167708028604922,-6.167586761127947,-6.167708028604922
21398,-6.2213,-3.9768,2.2445000000000004,gdb 21398,N=C1N=CN=NC=N1,-6.783798534786,-10.3846,-6.293762799067996,-3.542922459804,-10.025,-4.025525053541373,3.23815493638,0.35963726874,2.2682377455266227,21398,1.693762799067996,0.0,0.0,1.1744749464586268,47.8430492001441,4.05757192612452,6.308168028604922,-6.308168028604922,-2.2505961024804026
21644,-5.0729,-1.5336,3.5393,gdb 21644,NC1=NNC(=N)C=N1,-5.376969877552,-9.8357,-5.152813093791096,-1.893912466992,-7.8988,-1.6279018543811015,3.48305741056,1.936943947191,3.5249112394099944,21644,0.552813093791096,2.1181463082390413,0.08455472771633124,3.5720981456188987,0.0,0.0,7.005761016977152,-6.92120628926082,-7.005761016977152
21645,-5.2222,-1.6736,3.5486,gdb 21645,NC1=NNC(=N)N=C1,-5.48309428303,-9.8983,-5.302403695929965,-1.937450684624,-8.0265,-1.775624878180146,3.545643598406,1.871752025826,3.526778817749819,21645,0.7024036959299653,2.1062350610330163,0.10683098805972001,3.424375121819854,0.0,0.0,6.978027985302943,-6.871196997243223,-6.978027985302943
21703,-5.2353,-1.4824,3.7529,gdb 21703,NC=[NH+]C1=CN=N[N-]1,-5.461325174213999,-9.0679,-5.313881410807112,-1.771461229902,-7.4502,-1.565363239727204,3.689863944312,1.61772502943,3.7485181710799083,21703,0.7138814108071123,1.055601699139997,0.05441639574182304,3.6346367602727963,0.0,0.0,7.910696763583486,-7.856280367841663,-7.910696763583486
21706,-5.1171,-1.4241,3.693,gdb 21706,NC=[NH+]C1=NC=N[N-]1,-5.216422700034,-9.285,-5.194868089915442,-1.594587220772,-7.4891,-1.5133497661506787,3.621835479262,1.795932966916,3.681518323764763,21706,0.5948680899154419,1.3064022148065089,0.05611787277651743,3.6866502338493214,0.0,0.0,7.857055134624211,-7.800937261847694,-7.857055134624211
21741,-6.654,-1.0031,5.6509,gdb 21741,O1C=CC2=C1ON=N2,-6.049091112246,-11.7045,-6.685932089187232,-2.253102762456,-8.0625,-1.0738541479359345,3.79598834979,3.642034839709,5.6120779412512976,21741,2.0859320891872324,0.0006018299233816995,9.06520358096797e-05,4.126145852064066,0.0,0.0,5.6581957403018865,-5.658105088266077,-5.6581957403018865
21769,-6.4687,-3.0863,3.3824,gdb 21769,O=C1C=CN=NC=C1,-6.685837545114,-10.8459,-6.550002160935991,-3.202780134554,-9.3675,-3.152333808771265,3.48305741056,1.47843391191,3.3976683521647257,21769,1.950002160935991,3.088626729349169,0.434914750461371,2.047666191228735,0.0,0.0,6.427368360415282,-5.992453609953911,-6.427368360415282
21770,-6.3884,-4.2271,2.1613,gdb 21770,O=C1N=CN=NC=N1,-6.97972051413,-10.7867,-6.451046704268514,-3.771498102372,-10.4498,-4.266574686468386,3.208222411758,0.336841376999,2.184472017800128,21770,1.8510467042685137,0.0,0.0,0.9334253135316144,56.12830377413113,3.783250614492967,5.430100135906281,-5.430100135906281,-1.6468495214133143
21783,-6.6159,-3.0278,3.5881,gdb 21783,O=CC1=CN=NC=N1,-6.930740019293999,-10.4615,-6.700527492014292,-3.159241916922,-9.431,-3.1000826903421075,3.771498102372,1.030451409874,3.600444801672184,21783,2.100527492014292,1.6821606924348533,0.25515228949230856,2.0999173096578927,0.0,0.0,6.015120230196434,-5.759967940704126,-6.015120230196434
21891,-5.7266,-1.8721,3.8545,gdb 21891,OC1=NNC(=N)C=N1,-5.812352053872,-10.3062,-5.790280129417255,-2.14969949558,-8.3518,-1.9555486520924679,3.662652558292,1.954447378918,3.834731477324787,21891,1.190280129417255,0.797845256360911,0.06857589271634107,3.2444513479075323,0.0,0.0,6.9274992537155295,-6.858923360999189,-6.9274992537155295
22001,-5.6648,-0.5287,5.1361,gdb 22001,ON=C1C=CC=CC=C1,-5.23819180885,-10.2411,-5.77459971107318,-1.806836031728,-7.1855,-0.6439726558471064,3.431355777122,3.05560922054,5.130627055226074,22001,1.1745997110731803,0.005512067526789577,0.00046752844409047006,4.556027344152894,0.0,0.0,7.501634779288295,-7.501167250844205,-7.501634779288295
22029,-5.8211,-2.4977,3.3234000000000004,gdb 22029,ON=C1C=CN=NC=C1,-6.220522844172,-10.1953,-5.899450103883218,-2.658552414154,-8.9276,-2.5692579174987302,3.5619704300179995,1.267751204759,3.330192186384488,22029,1.2994501038832185,3.7513641895694385,0.3520079367396918,2.63074208250127,0.0,0.0,6.933989109600662,-6.581981172860971,-6.933989109600662
22054,-3.9672,-1.3649,2.6023,gdb 22054,CC(=N[O-])C#CC(N)=[NH2+],-4.759271414898,-8.3229,-4.11628796776584,-1.7796246457079998,-7.533,-1.4822203558759095,2.97964676919,0.789842339445,2.63406761188993,22054,0.0,22.197423134658347,0.0,3.7177796441240902,0.0,0.0,7.742888475348332,-7.742888475348332,-7.742888475348332
22209,-4.4592,-0.7767,3.6825,gdb 22209,NC(=[NH2+])C(CC#C)=N[O-],-4.930703146824,-8.664,-4.577508630225739,-1.18369529187,-7.2727,-0.8804543701694555,3.749728993556,1.391300810479,3.6970542600562837,22209,0.0,1.2438238090344582,0.0,4.319545629830545,0.0,0.0,7.827554244579101,-7.827554244579101,-7.827554244579101
22213,-4.6081,-1.0372,3.5709000000000004,gdb 22213,NC(=[NH2+])C(CC=O)=N[O-],-4.979683641659999,-9.0948,-4.72163787644924,-1.2299546481039998,-7.6217,-1.1348940900956832,3.749728993556,1.473118218805,3.5867437863535567,22213,0.1216378764492399,1.7546077838539227,0.015411769336793552,4.065105909904317,0.0,0.0,7.6621543925080955,-7.646742623171302,-7.6621543925080955
22229,-4.8231,-1.5736,3.2495000000000003,gdb 22229,C[NH2+]CC(=O)C(C)=N[O-],-5.023221859292,-9.3857,-4.939629247738727,-1.545606725936,-8.4795,-1.6623010294017528,3.477615133356,0.906159708197,3.2773282183369745,22229,0.33962924773872755,4.3566001394396014,0.10684554123430919,3.5376989705982473,0.0,0.0,7.740593558909133,-7.633748017674824,-7.740593558909133
22230,-6.3407,-1.33,5.0107,gdb 22230,C[NH2+]CC(=N[O-])C(C)=O,-5.039548690904,-10.2676,-6.436819989586913,-1.74152870528,-8.1208,-1.424788348356564,3.300741124226,2.146848569217,5.012031641230349,22230,1.8368199895869128,0.009225927250620833,0.0012237148827203119,3.7752116516434358,0.0,0.0,7.746584328139902,-7.745360613257182,-7.746584328139902
22438,-4.8053,-1.2278,3.5775,gdb 22438,C[NH+]=C(N)C(C=O)=N[O-],-4.767434830704,-9.2571,-4.905915765405211,-1.281656281542,-8.0457,-1.324392083969304,3.485778549162,1.211461808574,3.5815236814359066,22438,0.30591576540521076,1.7829484938571214,0.03938621755884842,3.875607916030696,0.0,0.0,7.691657351087977,-7.652271133529128,-7.691657351087977
22441,-4.8052,-1.2276,3.5776000000000003,gdb 22441,CNC(=[NH2+])C(C=O)=N[O-],-4.767434830704,-9.2569,-4.905694036854631,-1.281656281542,-8.0456,-1.3242430519438777,3.485778549162,1.211380586294,3.581450984910753,22441,0.3056940368546311,1.7833460948927433,0.03936644716308944,3.8757569480561225,0.0,0.0,7.671491670614604,-7.632125223451515,-7.671491670614604
22482,-5.4977,0.0103,5.508,gdb 22482,NC=[NH+]CC(CO)=N[O-],-4.106198150418,-10.3653,-5.574981437260904,-1.923844991614,-6.887,-0.0607044156824055,2.179632020202,3.478342915263,5.514277021578499,22482,0.9749814372609042,0.0009590424639177418,6.752083484624512e-05,5.139295584317595,0.0,0.0,5.508221337396509,-5.508153816561663,-5.508221337396509
22543,-5.3482,0.0195,5.3677,gdb 22543,C[NH2+]C(C#C)C(C)=N[O-],-5.9157553207480005,-10.1428,-5.4690286744690155,-2.786445928448,-6.6216,-0.09833966093833359,3.1293093923,3.521246684949,5.370689013530682,22543,0.8690286744690157,0.0018728205785810846,0.00011752598467627598,5.101660339061667,0.0,0.0,7.388275910619087,-7.38815838463441,-7.388275910619087
22652,-5.2257,-2.0892,3.1365,gdb 22652,ON=C1CNC(C=O)=C1,-5.556565025284,-9.9588,-5.332334824263431,-2.206843406222,-8.4275,-2.2009596353606415,3.352442757664,1.531301480381,3.1313751889027897,22652,0.7323348242634313,6.5027379653819315,0.3438820915404713,2.9990403646393586,0.0,0.0,7.114806803014442,-6.770924711473971,-7.114806803014442
22876,-5.1489,-1.3949,3.754,gdb 22876,CN1C=CC(=NO)C1=N,-5.36064304594,-9.9696,-5.256840922427085,-1.57826038916,-7.9757,-1.5096418549570385,3.779661518178,1.99389554545,3.7471990674700466,22876,0.6568409224270855,1.0600805347350948,0.05028085818041762,3.6903581450429614,0.0,0.0,7.331188625442142,-7.280907767261724,-7.331188625442142
22971,-6.3109,-1.6056,4.7053,gdb 22971,[O-]N=C(C#N)C1CC[NH2+]1,-6.35385863567,-10.6569,-6.41952572382934,-2.8816857795179995,-8.3003,-1.730500670640104,3.472172856152,2.35664572634,4.689025053189235,22971,1.8195257238293399,0.03529724451214798,0.004637699685202254,3.469499329359896,0.0,0.0,4.778029349563091,-4.773391649877889,-4.778029349563091
22973,-6.3238,-1.9445,4.379300000000001,gdb 22973,[O-]N=C(C=O)C1CC[NH2+]1,-5.839563439892,-10.5343,-6.426236016744608,-2.82998414608,-8.7658,-2.060283347578394,3.00685815521,1.768551016774,4.365952669166214,22973,1.826236016744608,0.12353021359457789,0.016290473777129253,3.139716652421606,0.0,0.0,6.612367595288662,-6.596077121511533,-6.612367595288662
22979,-5.219,0.1219,5.3409,gdb 22979,OCC(=N[O-])C1CC[NH2+]1,-6.010995171818,-10.1432,-5.324441367123677,-2.77556137404,-6.7939,0.016546040505504598,3.232712659176,3.349284413701,5.340987407629182,22979,0.7244413671236776,0.002146162196222399,0.00011227146800473137,5.1834539594944955,0.0,0.0,7.447135506348018,-7.447023234880013,-7.447135506348018
23066,-5.2479,-0.1227,5.1252,gdb 23066,CC(=N[O-])C12C[NH+]1CC2,-5.53751705507,-10.159,-5.356689492129433,-2.223170237834,-6.8777,-0.2296942990475523,3.314346817236,3.281330938182,5.12699519308188,23066,0.7566894921294327,0.0056007039983168375,0.00030602995803165166,4.970305700952448,0.0,0.0,7.7982142532386804,-7.797908223280649,-7.7982142532386804
23140,-5.4191,-0.2654,5.153700000000001,gdb 23140,[O-]N=C(CC#C)C1C[NH2+]1,-5.885822796126,-10.2687,-5.530873792016127,-2.663994691358,-6.9072,-0.3795279652148097,3.219106966166,3.361525824823,5.151345826801317,23140,0.9308737920161272,0.005031504406056341,0.0003382145443337507,4.82047203478519,0.0,0.0,6.807682738252373,-6.807344523708039,-6.807682738252373
23152,-5.3932,-0.2742,5.119,gdb 23152,COCC(=N[O-])C1C[NH2+]1,-5.855890271504,-10.4132,-5.495580371954507,-2.609571919318,-7.0659,-0.3826469590221009,3.246318352186,3.347305690803,5.1129334129324056,23152,0.8955803719545068,0.005956901413393039,0.00038523753784142897,4.817353040977899,0.0,0.0,6.975819099988798,-6.975433862450957,-6.975819099988798
23364,-6.2052,-0.57,5.635199999999999,gdb 23364,NC(=[NH2+])C(=N[O-])C1CN1,-4.919818592415999,-10.0309,-6.2991376468213005,-1.33335791498,-7.2095,-0.6893035481957052,3.586460677436,2.821403256804,5.609834098625595,23364,1.6991376468213006,0.0006083541600985344,7.464292743988145e-05,4.510696451804295,0.0,0.0,7.54862426308271,-7.54854962015527,-7.54862426308271
23509,-5.2382,-2.0172,3.221,gdb 23509,ON=C1C=C2NC3C2C13,-5.695343093986001,-9.7787,-5.346229231221602,-2.008200288276,-8.1779,-2.115195496957026,3.68714280571,1.600792754909,3.231033734264576,23509,0.7462292312216021,4.95655585882728,0.26708892568193066,3.084804503042974,0.0,0.0,6.128779770987926,-5.861690845305995,-6.128779770987926
23615,-6.2426,0.0884,6.331,gdb 23615,[O-]N=C(C1C[NH2+]1)C1CO1,-5.929361013758,-10.4609,-6.336376976190822,-2.655831275552,-6.8161,-0.00710080781283755,3.273529738206,3.644733118688,6.329276168377985,23615,1.736376976190822,1.5374011698433677e-05,1.9276795713336546e-06,5.192899192187163,0.0,0.0,7.101850098524495,-7.1018481708449235,-7.101850098524495
